Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Mahamadou Diawara,fr FRA,MF,18.0,11,358.0,33.0,11.7,4.0,4,52.0,0,7,22.0,4,1.55,6.0,8.0,-2.0,-0.5,-0.37,5.1,5.0,0.1,0.01,0.1,Matches
Paul Akouokou,ci CIV,MF,25.0,8,307.0,38.0,10.0,3.4,4,56.0,0,4,21.0,7,0.88,1.0,5.0,-4.0,-1.17,-1.11,4.8,5.8,-1.0,-0.28,-0.23,Matches
Diego Moreira,pt POR,"FW,MF",18.0,7,270.0,39.0,8.8,3.0,4,53.0,0,3,19.0,4,0.57,2.0,6.0,-4.0,-1.33,-1.27,2.8,5.9,-3.1,-1.05,-1.07,Matches
Jeffinho,br BRA,"FW,MF",23.0,10,308.0,31.0,10.1,3.4,3,64.0,0,7,16.0,5,0.8,8.0,8.0,0.0,0.0,0.2,5.7,5.8,-0.2,-0.05,0.03,Matches
Bradley Barcola,fr FRA,FW,20.0,3,270.0,90.0,8.8,3.0,3,90.0,3,0,0.0,0,0.33,2.0,6.0,-4.0,-1.33,-1.27,2.3,6.1,-3.8,-1.27,-1.31,Matches
Rémy Riou,fr FRA,GK,35.0,3,270.0,90.0,8.8,3.0,3,90.0,3,0,0.0,10,0.33,2.0,6.0,-4.0,-1.33,-1.27,2.3,6.1,-3.8,-1.27,-1.31,Matches
Tino Kadewere,zw ZIM,"FW,MF",27.0,11,296.0,27.0,9.7,3.3,2,55.0,0,9,21.0,4,1.18,4.0,9.0,-5.0,-1.52,-1.49,5.5,8.4,-2.9,-0.87,-0.88,Matches
Johann Lepenant,fr FRA,MF,20.0,6,253.0,42.0,8.3,2.8,2,80.0,1,4,23.0,6,0.33,1.0,7.0,-6.0,-2.13,-2.13,2.3,5.6,-3.3,-1.18,-1.2,Matches
Amin Sarr,se SWE,"FW,MF",22.0,3,98.0,33.0,3.2,1.1,1,70.0,0,2,14.0,0,0.33,2.0,1.0,1.0,0.92,1.13,1.4,2.9,-1.5,-1.39,-1.35,Matches
Chaim El Djebali,tn TUN,MF,19.0,1,12.0,12.0,0.4,0.1,0,0.0,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.1,-0.1,-0.54,-0.47,Matches
Mamadou Sarr,fr FRA,DF,17.0,1,8.0,8.0,0.3,0.1,0,0.0,0,1,8.0,8,3.0,0.0,0.0,0.0,0.0,0.18,0.0,0.1,-0.1,-0.78,-0.71,Matches
Adryelson,br BRA,"DF,FW",25.0,2,6.0,3.0,0.2,0.1,0,0.0,0,2,3.0,12,1.5,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,Matches
Mohamed El Arouch,fr FRA,FW,19.0,1,2.0,2.0,0.1,0.0,0,0.0,0,1,2.0,4,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,Matches
Justin João,fr FRA,GK,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mathieu Patouillet,fr FRA,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Perri,br BRA,GK,25.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeff Reine-Adélaïde,fr FRA,"FW,MF",25.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.6,34,3060.0,90.0,100.0,34.0,374,81.0,226,142,22.0,163,1.56,49.0,55.0,-6.0,-0.18,0.0,49.8,52.4,-2.5,-0.07,0.0,0
Opponent Total,0,0,25.5,34,3060.0,90.0,100.0,34.0,374,81.0,225,147,17.0,159,1.29,55.0,49.0,6.0,0.18,0.0,52.4,49.8,2.5,0.07,0.0,0
