D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,20:45,Ligue 1,Matchweek 1,Sun,Away,L,1,2,Strasbourg,1.7,1.3,64,25410.0,Alexandre Lacazette,4-2-3-1,Jérôme Brisard,Match Report,0
2023-08-19,19:00,Ligue 1,Matchweek 2,Sat,Home,L,1,4,Montpellier,0.4,2.9,63,42576.0,Alexandre Lacazette,4-2-3-1,Mathieu Vernice,Match Report,0
2023-08-27,20:45,Ligue 1,Matchweek 3,Sun,Away,D,0,0,Nice,0.2,1.9,42,28033.0,Corentin Tolisso,4-2-3-1,Bastien Dechepy,Match Report,0
2023-09-03,20:45,Ligue 1,Matchweek 4,Sun,Home,L,1,4,Paris S-G,2.1,4.5,31,51657.0,Corentin Tolisso,4-2-3-1,Eric Wattellier,Match Report,0
2023-09-17,20:45,Ligue 1,Matchweek 5,Sun,Home,D,0,0,Le Havre,1.5,0.8,58,35507.0,Alexandre Lacazette,4-1-4-1,Benoît Bastien,Match Report,0
2023-09-23,21:00,Ligue 1,Matchweek 6,Sat,Away,L,0,1,Brest,0.4,2.4,43,14636.0,Alexandre Lacazette,4-1-4-1,Thomas Léonard,Match Report,0
2023-10-01,13:00,Ligue 1,Matchweek 7,Sun,Away,L,0,2,Reims,0.7,2.0,50,16477.0,Anthony Lopes,3-4-1-2,François Letexier,Match Report,0
2023-10-08,15:00,Ligue 1,Matchweek 8,Sun,Home,D,3,3,Lorient,1.4,1.1,50,43100.0,Alexandre Lacazette,4-1-4-1,Clément Turpin,Match Report,0
2023-10-22,20:45,Ligue 1,Matchweek 9,Sun,Home,L,1,2,Clermont Foot,1.7,1.0,63,43000.0,Alexandre Lacazette,4-3-3,Willy Delajod,Match Report,0
2023-11-05,13:00,Ligue 1,Matchweek 11,Sun,Home,D,1,1,Metz,1.9,0.7,66,42040.0,Alexandre Lacazette,3-5-2,Benoît Millot,Match Report,0
2023-11-12,17:05,Ligue 1,Matchweek 12,Sun,Away,W,1,0,Rennes,1.5,0.9,58,28441.0,Corentin Tolisso,4-1-2-1-2◆,Stéphanie Frappart,Match Report,0
2023-11-26,20:45,Ligue 1,Matchweek 13,Sun,Home,L,0,2,Lille,1.9,1.5,48,40029.0,Alexandre Lacazette,4-3-3,Eric Wattellier,Match Report,0
2023-12-02,17:00,Ligue 1,Matchweek 14,Sat,Away,L,2,3,Lens,2.5,2.1,48,38130.0,Alexandre Lacazette,4-2-3-1,Clément Turpin,Match Report,0
2023-12-06,21:00,Ligue 1,Matchweek 10,Wed,Away,L,0,3,Marseille,0.2,2.2,51,54238.0,Alexandre Lacazette,4-2-3-1,François Letexier,Match Report,0
2023-12-10,17:05,Ligue 1,Matchweek 15,Sun,Home,W,3,0,Toulouse,1.7,1.5,49,36677.0,Alexandre Lacazette,3-4-3,Pierre Gaillouste,Match Report,0
2023-12-15,21:00,Ligue 1,Matchweek 16,Fri,Away,W,1,0,Monaco,0.7,1.3,40,6000.0,Alexandre Lacazette,3-4-3,Ruddy Buquet,Match Report,0
2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,1.7,0.5,39,40028.0,Alexandre Lacazette,3-4-3,Benoît Bastien,Match Report,0
2024-01-07,14:30,Coupe de France,Round of 64,Sun,Away,W,3,0,CA Pontarlier,0.0,0.0,75,10132.0,Alexandre Lacazette,3-4-3,Nicolas Rainville,Match Report,0
2024-01-14,17:05,Ligue 1,Matchweek 18,Sun,Away,L,1,3,Le Havre,0.8,1.2,57,23146.0,Alexandre Lacazette,4-2-3-1,Gaël Angoula,Match Report,0
2024-01-19,20:45,Coupe de France,Round of 32,Fri,Away,W,2,1,Bergerac,0.0,0.0,67,9106.0,Alexandre Lacazette,4-2-3-1,Florent Batta,Match Report,0
