Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Noah Atubolu,de GER,GK,21.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Maximilian Eggestein,de GER,MF,26.0,32.4,1,39,8,20.5,1.2,0.25,0.03,0.13,19.9,0,0,0,2.4,2.4,0.06,-1.4,-1.4,Matches
Vincenzo Grifo,it ITA,"MF,FW",30.0,25.8,8,42,12,28.6,1.63,0.46,0.05,0.17,21.9,5,6,6,7.7,3.0,0.07,0.3,-1.0,Matches
Nicolas Höfler,de GER,MF,33.0,25.9,1,16,1,6.3,0.62,0.04,0.06,1.0,17.4,0,0,0,0.7,0.7,0.04,0.3,0.3,Matches
Lucas Höler,de GER,"FW,MF",29.0,25.6,7,32,16,50.0,1.25,0.62,0.19,0.38,13.5,0,1,2,8.6,7.0,0.22,-1.6,-1.0,Matches
Ritsu Doan,jp JPN,"DF,MF",25.0,25.0,7,37,19,51.4,1.48,0.76,0.19,0.37,15.4,0,0,0,5.0,5.0,0.13,2.0,2.0,Matches
Manuel Gulde,de GER,DF,32.0,22.7,1,12,1,8.3,0.53,0.04,0.08,1.0,11.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Matthias Ginter,de GER,DF,29.0,21.3,0,7,4,57.1,0.33,0.19,0.0,0.0,7.7,0,0,0,1.4,1.4,0.2,-1.4,-1.4,Matches
Lukas Kübler,de GER,DF,30.0,20.5,1,8,3,37.5,0.39,0.15,0.13,0.33,15.2,0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Roland Sallai,hu HUN,"MF,FW",26.0,20.4,3,55,19,34.5,2.69,0.93,0.05,0.16,15.8,0,0,1,7.9,7.1,0.14,-4.9,-4.1,Matches
Kiliann Sildillia,fr FRA,DF,21.0,20.1,0,7,1,14.3,0.35,0.05,0.0,0.0,18.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Michael Gregoritsch,at AUT,FW,29.0,18.7,7,74,26,35.1,3.96,1.39,0.09,0.27,14.2,2,0,0,9.2,9.2,0.13,-2.2,-2.2,Matches
Merlin Röhl,de GER,"MF,FW",21.0,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
Philipp Lienhart,at AUT,DF,27.0,14.1,1,7,3,42.9,0.5,0.21,0.14,0.33,9.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Christian Günter,de GER,DF,30.0,11.8,1,6,2,33.3,0.51,0.17,0.17,0.5,22.2,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
Yannik Keitel,de GER,"DF,MF",23.0,10.2,1,6,2,33.3,0.59,0.2,0.17,0.5,8.8,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
Jordy Makengo,fr FRA,DF,21.0,11.4,0,3,0,0.0,0.26,0.0,0.0,0.0,16.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Noah Weißhaupt,de GER,"DF,FW",21.0,8.4,1,3,1,33.3,0.36,0.12,0.33,1.0,13.9,0,0,0,0.4,0.4,0.14,0.6,0.6,Matches
Maximilian Philipp,de GER,"FW,MF",29.0,3.6,1,9,3,33.3,2.51,0.84,0.11,0.33,12.7,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
Junior Adamu,at AUT,"FW,MF",22.0,1.2,0,2,1,50.0,1.71,0.86,0.0,0.0,12.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Florent Muslija,xk KVX,"MF,FW",25.0,1.2,0,2,1,50.0,1.71,0.86,0.0,0.0,33.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Attila Szalai,hu HUN,DF,25.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Kenneth Schmidt,de GER,DF,21.0,0.8,0,1,0,0.0,1.32,0.0,0.0,0.0,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Maximilian Breunig,de GER,FW,22.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Fabian Rüdlin,de GER,MF,26.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.0,34.0,43,392,131,33.4,11.53,3.85,0.09,0.27,16.0,7,7,9,49.4,42.4,0.11,-6.4,-6.4,0
Opponent Total,0,0,26.6,34.0,57,504,153,30.4,14.82,4.5,0.11,0.35,17.6,10,3,5,50.5,46.5,0.09,6.5,7.5,0
