D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,15:30,DFB-Pokal,Round of 64,Sun,Away,W,2,0,SV Oberachern,0.0,0.0,76,24500,Vincenzo Grifo,3-5-2,Richard Hempel,Match Report,0
2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,W,2,1,Hoffenheim,2.6,1.4,50,25890,Christian Günter,4-2-2-2,Sven Jablonski,Match Report,0
2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,W,1,0,Werder Bremen,2.4,1.0,49,34700,Vincenzo Grifo,4-2-2-2,Benjamin Brand,Match Report,0
2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Away,L,0,5,Stuttgart,1.0,1.7,52,54300,Vincenzo Grifo,4-2-3-1,Felix Brych,Match Report,0
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,L,2,4,Dortmund,1.0,2.3,50,34700,Maximilian Eggestein,4-2-3-1,Tobias Stieler,Match Report,0
2023-09-21,22:00,Europa Lg,Group stage,Thu,Away,W,3,2,gr Olympiacos,1.6,2.3,53,30056,Vincenzo Grifo,4-2-3-1,Allard Lindhout,Match Report,0
2023-09-24,17:30,Bundesliga,Matchweek 5,Sun,Away,D,0,0,Eint Frankfurt,0.5,0.6,43,55800,Vincenzo Grifo,3-4-3,Felix Zwayer,Match Report,0
2023-10-01,17:30,Bundesliga,Matchweek 6,Sun,Home,W,2,0,Augsburg,1.0,0.8,53,33134,Vincenzo Grifo,3-4-3,Harm Osmers,Match Report,0
2023-10-05,18:45,Europa Lg,Group stage,Thu,Home,L,1,2,eng West Ham,1.5,1.0,55,34100,Vincenzo Grifo,4-4-2,Mohammed Al Hakim,Match Report,0
2023-10-08,17:30,Bundesliga,Matchweek 7,Sun,Away,L,0,3,Bayern Munich,0.1,2.4,31,75000,Vincenzo Grifo,4-4-2,Robert Schröder,Match Report,0
