Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Noah Atubolu,de GER,GK,21.0,34,34,3060,34.0,58,1.71,158,99,65.2,11,9,14,10,29.4,5,3,2,0,40.0,Matches
Squad Total,0,0,27.0,34,34,3060,34.0,58,1.71,158,99,65.2,11,9,14,10,29.4,5,3,2,0,40.0,0
Opponent Total,0,0,26.6,34,34,3060,34.0,45,1.32,138,95,72.5,14,9,11,6,17.6,9,7,0,2,0.0,0
