Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Noah Atubolu,de GER,GK,21.0,34.0,0,0,0,0,3,0,0,0,0,0,0,0,62,7,0,100.0,Matches
Maximilian Eggestein,de GER,MF,26.0,32.4,6,0,0,32,24,2,9,28,24,0,1,0,167,51,43,54.3,Matches
Vincenzo Grifo,it ITA,"MF,FW",30.0,25.8,3,0,0,13,16,6,173,15,20,1,1,0,130,12,20,37.5,Matches
Nicolas Höfler,de GER,MF,33.0,25.9,10,1,0,29,31,0,2,31,40,0,0,0,152,49,48,50.5,Matches
Lucas Höler,de GER,"FW,MF",29.0,25.6,7,0,0,25,48,7,12,15,24,2,0,0,104,80,102,44.0,Matches
Ritsu Doan,jp JPN,"DF,MF",25.0,25.0,2,0,0,26,35,2,61,9,27,1,0,0,97,21,28,42.9,Matches
Manuel Gulde,de GER,DF,32.0,22.7,5,1,1,17,15,1,3,25,23,0,0,0,78,49,33,59.8,Matches
Matthias Ginter,de GER,DF,29.0,21.3,3,0,0,8,15,0,16,16,15,0,0,1,100,50,29,63.3,Matches
Lukas Kübler,de GER,DF,30.0,20.5,7,0,0,19,24,3,21,37,24,0,0,0,113,35,25,58.3,Matches
Roland Sallai,hu HUN,"MF,FW",26.0,20.4,6,0,0,41,42,11,73,6,10,1,0,0,71,29,46,38.7,Matches
Kiliann Sildillia,fr FRA,DF,21.0,20.1,2,1,0,29,10,4,37,22,19,0,0,0,107,32,37,46.4,Matches
Michael Gregoritsch,at AUT,FW,29.0,18.7,2,0,0,16,19,6,11,9,12,0,0,0,62,91,93,49.5,Matches
Merlin Röhl,de GER,"MF,FW",21.0,16.4,3,1,0,35,28,2,16,9,13,0,0,0,103,21,31,40.4,Matches
Philipp Lienhart,at AUT,DF,27.0,14.1,3,0,0,12,6,1,4,14,13,0,1,0,77,33,14,70.2,Matches
Christian Günter,de GER,DF,30.0,11.8,1,0,0,8,3,1,62,2,12,0,0,0,32,5,10,33.3,Matches
Yannik Keitel,de GER,"DF,MF",23.0,10.2,0,0,0,12,6,0,2,12,15,0,0,0,52,23,17,57.5,Matches
Jordy Makengo,fr FRA,DF,21.0,11.4,1,0,0,14,11,1,23,11,11,0,2,0,46,17,15,53.1,Matches
Noah Weißhaupt,de GER,"DF,FW",21.0,8.4,1,0,0,8,31,2,52,8,4,2,0,0,37,3,10,23.1,Matches
Maximilian Philipp,de GER,"FW,MF",29.0,3.6,2,0,0,10,3,0,4,1,5,0,0,0,11,7,14,33.3,Matches
Junior Adamu,at AUT,"FW,MF",22.0,1.2,0,0,0,7,4,2,1,0,1,0,0,0,10,5,6,45.5,Matches
Florent Muslija,xk KVX,"MF,FW",25.0,1.2,0,0,0,1,2,0,9,0,4,0,0,0,7,1,1,50.0,Matches
Attila Szalai,hu HUN,DF,25.0,1.1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50.0,Matches
Kenneth Schmidt,de GER,DF,21.0,0.8,0,0,0,1,0,0,2,1,2,0,0,0,11,1,1,50.0,Matches
Maximilian Breunig,de GER,FW,22.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,Matches
Fabian Rüdlin,de GER,MF,26.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.0,34.0,64,4,1,364,376,52,593,272,319,7,5,1,1633,625,628,49.9,0
Opponent Total,0,0,26.6,34.0,69,1,1,387,351,44,601,244,281,4,9,2,1682,628,625,50.1,0
