Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Noah Atubolu,de GER,GK,21.0,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1,Matches
Maximilian Eggestein,de GER,MF,26.0,32.4,49,24,25,19,5,15,36,41.7,21,53,19,34,28,77,40,1,Matches
Vincenzo Grifo,it ITA,"MF,FW",30.0,25.8,31,20,14,11,6,14,31,45.2,17,22,1,21,15,46,20,0,Matches
Nicolas Höfler,de GER,MF,33.0,25.9,63,40,36,20,7,22,49,44.9,27,30,16,14,31,94,45,0,Matches
Lucas Höler,de GER,"FW,MF",29.0,25.6,32,24,14,10,8,4,23,17.4,19,19,4,15,15,47,35,0,Matches
Ritsu Doan,jp JPN,"DF,MF",25.0,25.0,50,27,21,19,10,21,36,58.3,15,30,3,27,9,59,29,0,Matches
Manuel Gulde,de GER,DF,32.0,22.7,37,23,23,13,1,17,23,73.9,6,24,14,10,25,62,82,0,Matches
Matthias Ginter,de GER,DF,29.0,21.3,29,15,19,9,1,16,29,55.2,13,40,26,14,16,45,93,0,Matches
Lukas Kübler,de GER,DF,30.0,20.5,50,24,35,13,2,26,42,61.9,16,36,14,22,37,87,57,1,Matches
Roland Sallai,hu HUN,"MF,FW",26.0,20.4,17,10,5,5,7,8,20,40.0,12,21,1,20,6,23,23,0,Matches
Kiliann Sildillia,fr FRA,DF,21.0,20.1,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64,0,Matches
Michael Gregoritsch,at AUT,FW,29.0,18.7,16,12,8,5,3,2,14,14.3,12,17,4,13,9,25,27,0,Matches
Merlin Röhl,de GER,"MF,FW",21.0,16.4,21,13,10,9,2,8,21,38.1,13,27,3,24,9,30,22,0,Matches
Philipp Lienhart,at AUT,DF,27.0,14.1,20,13,14,5,1,13,23,56.5,10,18,11,7,14,34,51,0,Matches
Christian Günter,de GER,DF,30.0,11.8,20,12,9,11,0,7,18,38.9,11,9,3,6,2,22,16,0,Matches
Yannik Keitel,de GER,"DF,MF",23.0,10.2,20,15,14,5,1,10,15,66.7,5,17,8,9,12,32,44,3,Matches
Jordy Makengo,fr FRA,DF,21.0,11.4,17,11,11,5,1,6,10,60.0,4,16,4,12,11,28,37,0,Matches
Noah Weißhaupt,de GER,"DF,FW",21.0,8.4,9,4,6,0,3,5,11,45.5,6,8,1,7,8,17,12,0,Matches
Maximilian Philipp,de GER,"FW,MF",29.0,3.6,8,5,4,4,0,1,6,16.7,5,7,0,7,1,9,3,0,Matches
Junior Adamu,at AUT,"FW,MF",22.0,1.2,5,1,1,2,2,1,2,50.0,1,1,0,1,0,5,2,0,Matches
Florent Muslija,xk KVX,"MF,FW",25.0,1.2,5,4,3,2,0,2,5,40.0,3,1,0,1,0,5,2,0,Matches
Attila Szalai,hu HUN,DF,25.0,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11,1,Matches
Kenneth Schmidt,de GER,DF,21.0,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2,0,Matches
Maximilian Breunig,de GER,FW,22.0,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,Matches
Fabian Rüdlin,de GER,MF,26.0,0.1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,27.0,34.0,546,319,303,175,68,227,463,49.0,236,436,149,287,272,818,725,7,0
Opponent Total,0,0,26.6,34.0,477,281,214,186,77,237,458,51.7,221,388,101,287,244,721,718,6,0
