Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Mike Maignan,fr FRA,GK,28.0,29,29,2609,29.0,34,1.17,120,86,77.5,19,5,5,10,34.5,7,7,0,0,0.0,Matches
Marco Sportiello,it ITA,GK,31.0,7,7,630,7.0,11,1.57,33,23,69.7,3,3,1,2,28.6,1,1,0,0,0.0,Matches
Antonio Mirante,it ITA,GK,40.0,2,2,177,2.0,3,1.53,8,5,62.5,0,1,1,0,0.0,0,0,0,0,0.0,Matches
Lapo Nava,it ITA,GK,19.0,1,0,3,0.0,1,30.0,2,1,50.0,0,0,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.6,38,38,3419,38.0,49,1.29,163,115,74.8,22,9,7,13,34.2,8,8,0,0,0.0,0
Opponent Total,0,0,26.4,38,38,3420,38.0,76,2.0,209,132,66.5,7,9,22,3,7.9,8,6,1,1,14.3,0
