Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Agustín Marchesín,ar ARG,GK,36-096,4,4,360,4.0,3,0.75,10,7,80.0,2,0,2,2,50.0,1,1,0,0,0.0,Matches
Rafael Cabral,br BRA,GK,34-031,3,3,270,3.0,5,1.67,14,9,71.4,0,0,3,0,0.0,1,1,0,0,0.0,Matches
Caíque,br BRA,GK,26-325,1,1,90,1.0,2,2.0,5,3,60.0,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,28.2,8,8,720,8.0,10,1.25,29,19,72.4,2,0,6,2,25.0,2,2,0,0,0.0,0
Opponent Total,0,0,27.8,8,8,720,8.0,6,0.75,26,20,76.9,6,0,2,3,37.5,0,0,0,0,0.0,0
