Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
João Pedro,it ITA,FW,32-103,5.2,91,77,14,0,0,0,0,0,0,0,0,0,73,0,0,Matches
Gustavo Martins Santos,br BRA,DF,21-314,5.9,320,317,3,2,0,0,0,1,0,0,0,0,287,0,1,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-310,5.4,317,276,41,18,1,4,26,3,20,7,5,1,252,0,4,Matches
Rodrigo Ely,br BRA,DF,30-230,5.0,260,249,10,10,0,2,0,0,0,0,0,0,226,1,1,Matches
Mathías Villasanti,py PAR,MF,27-148,5.0,300,278,22,19,2,1,2,3,0,0,0,0,271,0,6,Matches
Dodi,br BRA,MF,28-064,4.9,170,164,5,5,0,0,2,0,0,0,0,0,151,1,0,Matches
João Pedro,br BRA,DF,27-218,4.8,257,227,30,3,0,0,7,27,0,0,0,0,212,0,6,Matches
Du Queiroz,br BRA,MF,24-153,4.1,255,253,1,0,1,2,0,1,0,0,0,0,220,1,1,Matches
Cristian Pavón,ar ARG,"FW,MF",28-151,3.3,133,131,2,1,0,0,14,1,0,0,0,0,99,0,1,Matches
Gustavo Nunes,br BRA,"FW,MF",18-213,5.3,202,195,7,2,1,0,9,1,4,0,0,0,154,0,12,Matches
Fábio,br BRA,DF,33-347,4.4,243,189,53,4,0,3,15,49,0,0,0,0,182,1,4,Matches
Agustín Marchesín,ar ARG,GK,36-096,4.0,114,75,39,13,0,0,0,0,0,0,0,0,81,0,0,Matches
Yeferson Soteldo,ve VEN,FW,26-356,3.3,133,130,3,2,0,1,13,1,0,0,0,0,109,0,4,Matches
Rafael Cabral,br BRA,GK,34-031,3.0,82,54,28,3,0,0,0,0,0,0,0,0,56,0,0,Matches
Walter Kannemann,ar ARG,DF,33-098,2.1,105,101,4,1,0,4,0,3,0,0,0,0,92,0,1,Matches
Felipe Carballo,uy URU,MF,27-260,2.1,119,114,5,5,0,0,2,0,0,0,0,0,99,0,3,Matches
Pedro Geromel,br BRA,DF,38-273,2.0,89,87,2,2,0,0,1,0,0,0,0,0,71,0,1,Matches
Reinaldo,br BRA,DF,34-266,2.0,166,133,33,3,0,1,8,23,7,0,4,0,127,0,8,Matches
Mayk,br BRA,DF,24-294,1.9,114,90,24,3,0,0,3,21,0,0,0,0,86,0,2,Matches
Cuiabano,br BRA,DF,21-125,1.8,106,83,23,3,0,0,2,20,0,0,0,0,77,0,6,Matches
Edenílson,br BRA,"FW,MF",34-185,1.7,81,74,7,2,0,0,4,3,2,0,2,0,65,0,1,Matches
João Pedro Pepê,br BRA,MF,26-166,1.3,71,71,0,0,0,2,0,0,0,0,0,0,68,0,1,Matches
Diego Costa,es ESP,FW,35-257,1.3,25,21,4,0,0,0,1,0,0,0,0,0,19,0,0,Matches
Everton,br BRA,"FW,MF",27-095,1.7,48,45,3,1,0,1,1,1,1,1,0,0,43,0,2,Matches
Nata,br BRA,DF,23-015,1.1,48,46,2,2,0,1,0,0,0,0,0,0,34,0,2,Matches
Caíque,br BRA,GK,26-325,1.0,18,13,5,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Zé Guilherme,br BRA,DF,19-096,1.0,79,63,16,1,0,0,1,15,0,0,0,0,69,0,1,Matches
Nathan Fernandes,br BRA,"FW,MF",19-125,2.4,73,65,7,0,2,0,1,3,4,0,0,0,58,1,4,Matches
Nathan,br BRA,"FW,MF",28-099,0.3,19,17,1,0,0,0,1,0,1,1,0,0,14,1,2,Matches
Ronald,br BRA,MF,21-130,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,28.2,8.0,4039,3639,394,105,7,22,113,176,39,9,11,1,3305,6,74,0
Opponent Total,0,0,27.8,8.0,4138,3824,309,88,6,18,122,137,29,8,16,0,3423,5,75,0
