Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
João Pedro,it ITA,FW,32-103,5.2,124,4,7,67,50,13,124,6,2,33.3,4,66.7,68,334,75,2,6,1,10,10,98,20,Matches
Gustavo Martins Santos,br BRA,DF,21-314,5.9,378,37,166,195,18,6,378,1,0,0.0,1,100.0,180,622,294,0,2,0,4,0,260,2,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-310,5.4,361,3,17,175,173,12,361,6,3,50.0,3,50.0,173,843,371,7,8,1,11,5,271,31,Matches
Rodrigo Ely,br BRA,DF,30-230,5.0,316,43,136,175,5,2,316,2,1,50.0,1,50.0,157,675,323,0,0,0,0,0,211,0,Matches
Mathías Villasanti,py PAR,MF,27-148,5.0,351,10,59,238,60,10,351,7,3,42.9,4,57.1,171,818,352,3,4,1,9,7,241,17,Matches
Dodi,br BRA,MF,28-064,4.9,229,11,56,157,17,1,229,12,6,50.0,6,50.0,130,835,382,6,5,0,9,5,137,4,Matches
João Pedro,br BRA,DF,27-218,4.8,300,13,56,158,89,11,300,13,9,69.2,3,23.1,172,1125,606,11,11,3,8,3,208,25,Matches
Du Queiroz,br BRA,MF,24-153,4.1,290,4,37,193,63,3,290,5,2,40.0,3,60.0,164,784,393,6,5,0,5,3,221,12,Matches
Cristian Pavón,ar ARG,"FW,MF",28-151,3.3,167,2,15,72,81,9,167,7,4,57.1,2,28.6,114,646,288,7,10,2,3,9,130,18,Matches
Gustavo Nunes,br BRA,"FW,MF",18-213,5.3,286,1,20,113,157,11,286,37,15,40.5,19,51.4,174,1212,567,19,18,4,20,20,214,42,Matches
Fábio,br BRA,DF,33-347,4.4,285,9,60,141,88,7,285,3,3,100.0,0,0.0,110,583,346,5,5,0,6,2,158,28,Matches
Agustín Marchesín,ar ARG,GK,36-096,4.0,119,97,117,2,0,0,119,0,0,0.0,0,0.0,48,233,168,0,0,0,0,0,52,0,Matches
Yeferson Soteldo,ve VEN,FW,26-356,3.3,176,1,18,82,80,16,176,18,6,33.3,12,66.7,116,866,397,16,5,9,14,5,146,25,Matches
Rafael Cabral,br BRA,GK,34-031,3.0,87,73,87,0,0,0,87,0,0,0.0,0,0.0,44,300,211,0,0,0,0,0,35,0,Matches
Walter Kannemann,ar ARG,DF,33-098,2.1,124,10,53,66,5,1,124,1,1,100.0,0,0.0,61,328,163,1,0,0,2,0,80,0,Matches
Felipe Carballo,uy URU,MF,27-260,2.1,132,3,21,91,22,2,132,5,4,80.0,1,20.0,73,291,129,2,1,0,1,6,96,13,Matches
Pedro Geromel,br BRA,DF,38-273,2.0,111,16,59,48,4,1,111,0,0,0.0,0,0.0,46,158,92,1,1,0,1,0,60,0,Matches
Reinaldo,br BRA,DF,34-266,2.0,183,3,27,101,57,6,183,3,3,100.0,0,0.0,105,417,227,2,3,0,4,3,119,14,Matches
Mayk,br BRA,DF,24-294,1.9,131,3,33,63,36,5,131,4,3,75.0,1,25.0,52,253,174,4,2,2,1,0,67,5,Matches
Cuiabano,br BRA,DF,21-125,1.8,125,7,45,62,20,2,125,0,0,0.0,0,0.0,49,278,129,0,1,0,1,3,64,5,Matches
Edenílson,br BRA,"FW,MF",34-185,1.7,89,0,9,54,27,2,89,2,2,100.0,0,0.0,61,349,205,7,5,0,3,3,70,7,Matches
João Pedro Pepê,br BRA,MF,26-166,1.3,83,3,12,59,14,0,83,3,3,100.0,0,0.0,52,378,198,2,3,1,2,3,64,2,Matches
Diego Costa,es ESP,FW,35-257,1.3,38,2,3,18,18,6,38,3,0,0.0,3,100.0,21,117,41,1,1,0,2,6,25,6,Matches
Everton,br BRA,"FW,MF",27-095,1.7,71,0,7,31,34,2,71,6,3,50.0,2,33.3,44,290,109,4,3,1,8,3,57,10,Matches
Nata,br BRA,DF,23-015,1.1,58,4,30,27,1,0,58,0,0,0.0,0,0.0,16,66,22,0,0,0,0,1,29,0,Matches
Caíque,br BRA,GK,26-325,1.0,20,17,19,1,0,0,20,0,0,0.0,0,0.0,11,68,54,0,0,0,0,0,5,0,Matches
Zé Guilherme,br BRA,DF,19-096,1.0,97,1,20,59,18,2,97,5,2,40.0,3,60.0,32,207,100,2,0,1,3,2,56,7,Matches
Nathan Fernandes,br BRA,"FW,MF",19-125,2.4,121,1,10,41,72,14,121,17,11,64.7,6,35.3,74,800,276,11,11,5,14,7,92,28,Matches
Nathan,br BRA,"FW,MF",28-099,0.3,24,0,1,15,8,1,24,1,1,100.0,0,0.0,13,71,8,0,0,0,1,2,17,2,Matches
Ronald,br BRA,MF,21-130,0.1,2,0,1,1,0,0,2,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0,Matches
Squad Total,0,0,28.2,8.0,4878,378,1201,2505,1217,145,4878,167,87,52.1,74,44.3,2532,13947,6700,119,110,31,142,108,3284,323,0
Opponent Total,0,0,27.8,8.0,5074,437,1489,2535,1107,132,5072,138,71,51.4,58,42.0,3021,15512,7831,133,109,27,132,72,3394,327,0
