Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
João Pedro,it ITA,FW,32-103,8,6,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,2.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.17,0.2,Matches
Gustavo Martins Santos,br BRA,DF,21-314,6,5,527.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,16.0,2.0,0.17,0.0,0.17,0.17,0.17,0.13,0.0,0.13,0.13,0.13,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-310,8,5,485.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.8,7.0,45.0,31.0,0.37,0.0,0.37,0.37,0.37,0.16,0.17,0.33,0.16,0.33,Matches
Rodrigo Ely,br BRA,DF,30-230,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Mathías Villasanti,py PAR,MF,27-148,5,5,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,3.0,29.0,17.0,0.0,0.2,0.2,0.0,0.2,0.08,0.15,0.24,0.08,0.24,Matches
Dodi,br BRA,MF,28-064,7,5,445.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,6.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
João Pedro,br BRA,DF,27-218,5,5,430.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,11.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Du Queiroz,br BRA,MF,24-153,7,5,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,6.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches
Cristian Pavón,ar ARG,"FW,MF",28-151,5,5,301.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,7.0,11.0,18.0,0.0,0.3,0.3,0.0,0.3,0.16,0.17,0.34,0.16,0.34,Matches
Gustavo Nunes,br BRA,"FW,MF",18-213,7,4,473.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.6,19.0,13.0,42.0,0.19,0.0,0.19,0.19,0.19,0.08,0.04,0.12,0.08,0.12,Matches
Fábio,br BRA,DF,33-347,6,4,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,5.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Matches
Agustín Marchesín,ar ARG,GK,36-096,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
