Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Agustín Marchesín,ar ARG,GK,36-096,4.0,3,1,0,2,0,3.7,0.27,0.7,0.17,17,45,37.8,88,12,38.6,35.4,26,42.3,39.2,64,4,6.3,2,0.5,10.9,Matches
Rafael Cabral,br BRA,GK,34-031,3.0,5,1,0,0,0,6.0,0.36,1.0,0.34,12,37,32.4,57,12,47.4,38.0,25,40.0,34.0,26,3,11.5,0,0.0,9.9,Matches
Caíque,br BRA,GK,26-325,1.0,2,0,0,0,0,1.9,0.38,-0.1,-0.1,4,13,30.8,13,4,76.9,46.6,5,60.0,40.8,9,1,11.1,0,0.0,11.0,Matches
Squad Total,0,0,28.2,8.0,10,2,0,2,0,11.6,0.33,1.6,0.2,33,95,34.7,158,28,44.9,0.0,56,42.9,37.0,99,8,8.1,2,0.25,0.0,0
Opponent Total,0,0,27.8,8.0,6,0,0,2,0,7.7,0.3,1.7,0.22,48,102,47.1,205,27,37.6,33.8,41,61.0,42.1,82,4,4.9,4,0.5,14.4,0
