D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-11,19:30,La Liga,Matchweek 1,Fri,Away,W,2,0,Almería,2.1,1.4,40,14837,Óscar Trejo,4-2-3-1,Javier Alberola,Match Report,0
2023-08-21,21:30,La Liga,Matchweek 2,Mon,Away,W,2,0,Granada,2.1,1.2,52,17338,Óscar Trejo,4-4-2,Pablo González,Match Report,0
2023-08-28,21:30,La Liga,Matchweek 3,Mon,Home,L,0,7,Atlético Madrid,0.6,3.4,56,13966,Óscar Trejo,4-2-3-1,José Luis Munuera,Match Report,0
2023-09-02,21:00,La Liga,Matchweek 4,Sat,Away,L,0,1,Betis,1.5,1.0,45,50619,Óscar Valentín,4-4-2,Alejandro Muñíz,Match Report,0
2023-09-15,21:00,La Liga,Matchweek 5,Fri,Home,W,2,0,Alavés,2.6,0.7,51,12116,Óscar Valentín,4-2-3-1,Víctor García,Match Report,0
2023-09-24,16:15,La Liga,Matchweek 6,Sun,Home,D,1,1,Villarreal,1.2,1.6,42,12865,Óscar Valentín,4-2-3-1,Jorge Figueroa,Match Report,0
2023-09-27,21:30,La Liga,Matchweek 7,Wed,Away,D,0,0,Cádiz,0.3,0.6,48,18505,Óscar Valentín,4-2-3-1,Francisco Hernández,Match Report,0
2023-09-30,16:15,La Liga,Matchweek 8,Sat,Home,D,2,2,Mallorca,2.3,1.5,60,11991,Isaac Palazón Camacho,4-2-3-1,Mario Melero,Match Report,0
2023-10-07,21:00,La Liga,Matchweek 9,Sat,Away,D,2,2,Sevilla,1.0,1.0,36,35817,Óscar Valentín,4-4-2,Isidro Díaz de Mera,Match Report,0
2023-10-22,13:00,La Liga,Matchweek 10,Sun,Away,W,1,0,Las Palmas,1.4,1.3,40,24548,Óscar Valentín,4-4-2,Javier Villanueva,Match Report,0
2023-10-29,16:15,La Liga,Matchweek 11,Sun,Home,D,2,2,Real Sociedad,1.0,2.0,55,12790,Isaac Palazón Camacho,4-4-1-1,Mateo Busquets,Match Report,0
2023-11-01,12:00,Copa del Rey,First round,Wed,Away,W,6,0,Atl Lugones,0.0,0.0,77,1800,Bebé,4-2-3-1,Alejandro Muñíz,Match Report,0
