Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Stole Dimitrievski,mk MKD,GK,29.0,37.0,732,1198,61.1,22043,16649,128,129,99.2,326,333,97.9,275,730,37.7,0,0.1,0.1,-0.1,2,28,0,0,0,Matches
Florian Lejeune,fr FRA,DF,32.0,37.0,1636,2031,80.6,35738,16035,430,489,87.9,927,997,93.0,262,494,53.0,1,0.7,0.8,0.3,9,137,5,1,114,Matches
Isaac Palazón Camacho,es ESP,"MF,FW",28.0,31.0,825,1203,68.6,13401,3997,438,525,83.4,270,372,72.6,82,209,39.2,1,1.9,2.2,-0.9,36,94,17,3,128,Matches
Iván Balliu,al ALB,DF,31.0,31.9,1116,1487,75.1,18841,8333,553,626,88.3,443,566,78.3,97,206,47.1,1,2.6,2.3,-1.6,24,77,18,10,98,Matches
Óscar Valentín,es ESP,MF,28.0,29.9,1005,1237,81.2,16732,5680,486,556,87.4,424,502,84.5,76,127,59.8,0,0.6,0.7,-0.6,11,121,6,1,132,Matches
Álvaro García,es ESP,"FW,MF",30.0,27.5,518,825,62.8,7725,2288,301,381,79.0,166,258,64.3,30,109,27.5,1,3.0,2.9,-2.0,39,30,34,21,63,Matches
Alfonso Espino,uy URU,DF,31.0,27.9,1061,1423,74.6,17681,7831,522,588,88.8,436,559,78.0,79,182,43.4,1,2.8,2.9,-1.8,28,74,25,10,113,Matches
Unai López,es ESP,MF,27.0,23.4,1184,1462,81.0,21271,6407,547,585,93.5,473,552,85.7,133,254,52.4,2,2.5,2.7,-0.5,31,113,26,7,116,Matches
Sergio Camello,es ESP,FW,22.0,18.5,273,380,71.8,3658,839,163,207,78.7,75,104,72.1,13,24,54.2,1,1.3,1.3,-0.3,20,22,12,0,41,Matches
Abdul Mumin,gh GHA,DF,25.0,18.8,617,773,79.8,12936,4915,179,203,88.2,355,393,90.3,76,163,46.6,0,0.3,0.1,-0.3,4,34,4,0,38,Matches
Aridane Hernández,es ESP,DF,34.0,18.8,675,788,85.7,12932,4358,248,272,91.2,352,387,91.0,68,114,59.6,0,0.0,0.1,0.0,3,20,0,0,21,Matches
Óscar Trejo,ar ARG,"FW,MF",35.0,15.3,646,782,82.6,8596,2457,409,455,89.9,170,201,84.6,30,56,53.6,0,1.3,2.1,-1.3,23,74,25,0,124,Matches
Pathé Ciss,sn SEN,MF,29.0,18.5,738,890,82.9,13455,3975,315,362,87.0,339,383,88.5,69,101,68.3,0,0.5,0.7,-0.5,11,73,6,1,84,Matches
Raúl de Tomás,es ESP,FW,28.0,14.1,207,272,76.1,3281,443,110,132,83.3,61,75,81.3,21,29,72.4,2,1.3,0.4,0.7,8,14,3,0,23,Matches
Jorge de Frutos,es ESP,"FW,MF",26.0,17.2,344,483,71.2,5142,1306,193,237,81.4,120,163,73.6,16,32,50.0,0,1.4,1.2,-1.4,17,23,20,8,40,Matches
Pep Chavarría,es ESP,"DF,MF",25.0,13.0,618,812,76.1,10023,3436,309,352,87.8,260,328,79.3,36,89,40.4,1,0.7,1.2,0.3,13,48,27,13,74,Matches
Kike Pérez,es ESP,"MF,FW",26.0,9.3,279,368,75.8,4750,1507,128,143,89.5,113,151,74.8,26,45,57.8,0,0.6,0.9,-0.6,7,33,6,0,47,Matches
Andrei Ratiu,ro ROU,"DF,MF",25.0,7.0,245,313,78.3,3843,1243,135,159,84.9,90,108,83.3,16,27,59.3,0,0.6,0.6,-0.6,6,15,5,3,19,Matches
Crespo,pt POR,MF,26.0,5.9,230,273,84.2,3360,1147,126,142,88.7,85,100,85.0,11,18,61.1,0,1.0,0.5,-1.0,6,31,5,0,30,Matches
Randy Nteka,ao ANG,"FW,MF",25.0,6.4,129,180,71.7,1687,395,82,104,78.8,35,48,72.9,4,4,100.0,1,0.9,0.9,0.1,9,9,5,0,15,Matches
Radamel Falcao,co COL,"FW,DF",37.0,4.5,92,110,83.6,1099,186,65,74,87.8,18,21,85.7,3,4,75.0,0,0.3,0.3,-0.3,4,5,2,0,7,Matches
Cárdenas,es ESP,GK,26.0,1.0,26,40,65.0,566,402,7,7,100.0,16,16,100.0,3,17,17.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Bebé,cv CPV,"MF,FW",33.0,2.4,63,104,60.6,1125,323,32,43,74.4,21,30,70.0,9,27,33.3,0,0.2,0.5,-0.2,3,5,4,3,6,Matches
Salvi,es ESP,MF,32.0,0.3,10,12,83.3,139,17,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
José Pozo,es ESP,MF,27.0,0.2,11,11,100.0,142,15,7,7,100.0,4,4,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Diego Méndez,es ESP,MF,19.0,0.1,2,2,100.0,26,21,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,0,0,29.4,38.0,13282,17459,76.1,240192,94205,5918,6783,87.2,5584,6657,83.9,1436,3063,46.9,12,24.6,25.3,-12.6,314,1082,255,81,1335,0
Opponent Total,0,0,26.9,38.0,13590,17768,76.5,238089,96172,6551,7515,87.2,5230,6299,83.0,1406,2883,48.8,36,36.3,34.7,-0.3,354,1043,292,77,1371,0
