Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Stole Dimitrievski,mk MKD,GK,29.0,37.0,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0,Matches
Florian Lejeune,fr FRA,DF,32.0,37.0,2031,1850,167,117,1,35,7,4,1,1,0,0,1636,14,13,Matches
Isaac Palazón Camacho,es ESP,"MF,FW",28.0,31.0,1203,1046,146,50,8,12,131,6,83,37,28,1,825,11,31,Matches
Iván Balliu,al ALB,DF,31.0,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43,Matches
Óscar Valentín,es ESP,MF,28.0,29.9,1237,1203,30,29,5,9,5,1,0,0,0,0,1005,4,19,Matches
Álvaro García,es ESP,"FW,MF",30.0,27.5,825,789,35,7,1,3,121,16,10,5,3,0,518,1,35,Matches
Alfonso Espino,uy URU,DF,31.0,27.9,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41,Matches
Unai López,es ESP,MF,27.0,23.4,1462,1340,109,53,3,18,73,10,43,22,8,1,1184,13,19,Matches
Sergio Camello,es ESP,FW,22.0,18.5,380,350,23,0,6,3,2,0,0,0,0,0,273,7,10,Matches
Abdul Mumin,gh GHA,DF,25.0,18.8,773,743,28,26,0,7,2,2,0,0,0,0,617,2,3,Matches
Aridane Hernández,es ESP,DF,34.0,18.8,788,748,38,36,0,2,0,2,0,0,0,0,675,2,2,Matches
Óscar Trejo,ar ARG,"FW,MF",35.0,15.3,782,738,39,9,3,0,23,7,11,2,5,0,646,5,16,Matches
Pathé Ciss,sn SEN,MF,29.0,18.5,890,842,41,35,2,14,3,2,0,0,0,0,738,7,10,Matches
Raúl de Tomás,es ESP,FW,28.0,14.1,272,250,19,1,0,6,9,0,0,0,0,0,207,3,8,Matches
Jorge de Frutos,es ESP,"FW,MF",26.0,17.2,483,463,17,2,0,1,53,8,7,3,4,0,344,3,24,Matches
Pep Chavarría,es ESP,"DF,MF",25.0,13.0,812,710,101,4,1,3,70,97,0,0,0,0,618,1,24,Matches
Kike Pérez,es ESP,"MF,FW",26.0,9.3,368,341,24,7,6,7,18,5,4,1,2,0,279,3,7,Matches
Andrei Ratiu,ro ROU,"DF,MF",25.0,7.0,313,253,60,4,0,1,18,56,0,0,0,0,245,0,14,Matches
Crespo,pt POR,MF,26.0,5.9,273,262,10,7,1,1,3,0,0,0,0,0,230,1,3,Matches
Randy Nteka,ao ANG,"FW,MF",25.0,6.4,180,171,6,0,1,1,3,1,0,0,0,0,129,3,6,Matches
Radamel Falcao,co COL,"FW,DF",37.0,4.5,110,103,7,1,1,0,1,2,0,0,0,0,92,0,1,Matches
Cárdenas,es ESP,GK,26.0,1.0,40,33,7,3,0,0,0,0,0,0,0,0,26,0,0,Matches
Bebé,cv CPV,"MF,FW",33.0,2.4,104,83,21,3,0,2,28,8,10,6,3,0,63,0,4,Matches
Salvi,es ESP,MF,32.0,0.3,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
José Pozo,es ESP,MF,27.0,0.2,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Diego Méndez,es ESP,MF,19.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,0,0,29.4,38.0,17459,15351,2012,580,43,141,688,858,169,77,53,2,13282,96,333,0
Opponent Total,0,0,26.9,38.0,17768,15686,1995,637,51,135,682,787,173,67,69,1,13590,87,360,0
