Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Vanja Milinković-Savić,rs SRB,GK,26.0,36.0,1620,1290,1610,11,0,0,1620,1,0,0.0,1,100.0,1003,5562,3199,0,0,0,0,0,859,0,Matches
Raoul Bellanova,it ITA,DF,23.0,33.8,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202,Matches
Duván Zapata,co COL,FW,32.0,32.0,1218,36,85,509,642,196,1218,111,36,32.4,62,55.9,769,4516,1845,74,54,27,119,58,960,242,Matches
Ricardo Rodríguez,ch SUI,DF,30.0,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40,Matches
Nikola Vlašić,hr CRO,"MF,FW",25.0,29.0,1252,14,141,588,544,80,1252,48,28,58.3,16,33.3,804,4506,2262,67,49,11,57,35,915,174,Matches
Alessandro Buongiorno,it ITA,DF,24.0,28.1,1539,153,739,748,64,19,1539,4,0,0.0,4,100.0,740,3702,1363,14,10,2,26,4,809,10,Matches
Samuele Ricci,it ITA,MF,21.0,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,Matches
Adrien Tameze,cm CMR,"DF,MF",29.0,23.8,1492,91,536,777,196,21,1492,19,12,63.2,5,26.3,866,4076,1818,22,25,2,20,17,981,39,Matches
Ivan Ilić,rs SRB,MF,22.0,23.3,1548,52,259,933,366,22,1548,34,18,52.9,15,44.1,849,5039,2311,49,32,1,31,15,1039,52,Matches
Antonio Sanabria,py PAR,"FW,MF",27.0,23.7,856,14,78,467,322,82,854,32,14,43.8,17,53.1,504,2382,721,19,16,4,55,23,665,109,Matches
Valentino Lazaro,at AUT,"DF,MF",27.0,22.2,1268,39,250,552,487,33,1268,43,20,46.5,12,27.9,713,3505,1736,53,29,10,35,8,792,106,Matches
Karol Linetty,pl POL,MF,28.0,20.6,1068,42,192,703,182,13,1068,17,8,47.1,7,41.2,580,2736,1441,31,24,5,22,11,686,25,Matches
Mërgim Vojvoda,xk KVX,DF,28.0,15.3,1062,48,307,468,294,11,1062,12,7,58.3,4,33.3,618,3248,1753,30,28,2,7,8,710,72,Matches
Adam Masina,ma MAR,DF,29.0,11.4,741,94,395,309,42,8,741,1,1,100.0,0,0.0,432,1798,830,3,4,0,4,6,504,6,Matches
Perr Schuurs,nl NED,DF,23.0,8.6,500,42,239,233,34,7,500,2,2,100.0,0,0.0,285,1289,562,9,6,0,9,5,296,4,Matches
Koffi Djidji,ci CIV,DF,30.0,8.4,502,43,239,237,29,1,502,6,3,50.0,3,50.0,309,1128,436,4,4,1,5,2,326,3,Matches
Pietro Pellegri,it ITA,FW,22.0,8.4,231,5,18,99,123,25,231,15,5,33.3,7,46.7,129,835,366,14,15,2,25,15,162,52,Matches
Matteo Lovato,it ITA,DF,23.0,6.0,324,22,179,137,8,3,324,0,0,0.0,0,0.0,150,550,140,0,0,0,0,1,190,0,Matches
Demba Seck,sn SEN,MF,22.0,4.7,160,1,11,65,88,16,160,20,7,35.0,8,40.0,119,1109,542,23,20,10,14,10,126,25,Matches
Gvidas Gineitis,lt LTU,MF,19.0,6.0,344,14,63,193,91,5,344,7,3,42.9,4,57.1,177,1007,393,9,5,0,4,1,187,12,Matches
Nemanja Radonjić,rs SRB,"MF,FW",27.0,4.2,140,0,9,50,81,15,140,23,10,43.5,11,47.8,92,617,251,11,3,6,15,3,111,24,Matches
David Okereke,ng NGA,"FW,MF",25.0,2.8,122,0,6,48,68,12,122,6,1,16.7,3,50.0,77,439,225,8,1,7,8,3,101,23,Matches
Saba Sazonov,ge GEO,DF,21.0,4.0,242,27,147,91,5,1,242,0,0,0.0,0,0.0,136,710,290,0,0,0,3,0,143,0,Matches
Luca Gemello,it ITA,GK,23.0,2.0,122,78,120,2,0,0,122,0,0,0.0,0,0.0,87,509,405,0,0,0,0,0,87,0,Matches
Brandon Soppy,fr FRA,DF,21.0,2.0,110,4,25,50,37,3,110,6,3,50.0,1,16.7,56,368,180,9,3,2,2,1,56,3,Matches
Yann Karamoh,fr FRA,"MF,FW",25.0,1.8,96,2,8,44,48,7,96,18,6,33.3,11,61.1,65,521,286,11,7,3,10,5,68,12,Matches
David Zima,cz CZE,DF,22.0,1.0,58,7,32,26,0,0,58,0,0,0.0,0,0.0,22,102,59,1,0,0,1,1,29,0,Matches
Zanos Savva,cy CYP,"DF,MF",17.0,0.3,15,0,7,4,4,1,15,0,0,0.0,0,0.0,9,30,5,0,0,0,0,1,10,1,Matches
Alessandro Dellavalle,it ITA,DF,19.0,0.2,8,1,4,4,0,0,8,0,0,0.0,0,0.0,4,29,2,0,0,0,0,0,3,0,Matches
Simone Verdi,it ITA,FW,31.0,0.0,2,0,1,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.4,38.0,21921,2352,7011,10078,5040,678,21919,563,244,43.3,247,43.9,12779,69684,33416,710,463,123,547,272,14373,1309,0
Opponent Total,0,0,26.6,38.0,20731,2402,7393,9195,4327,636,20724,436,195,44.7,191,43.8,11656,60925,28147,539,433,141,525,280,13251,1038,0
