Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Vanja Milinković-Savić,rs SRB,GK,26.0,36.0,1536,1207,320,81,0,4,0,0,0,0,0,0,984,9,0,Matches
Raoul Bellanova,it ITA,DF,23.0,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44,Matches
Duván Zapata,co COL,FW,32.0,32.0,752,707,39,2,1,8,50,9,0,0,0,0,492,6,31,Matches
Ricardo Rodríguez,ch SUI,DF,30.0,30.8,1677,1566,108,28,1,11,57,51,15,11,4,0,1401,3,14,Matches
Nikola Vlašić,hr CRO,"MF,FW",25.0,29.0,998,989,5,2,5,5,37,2,0,0,0,0,806,4,25,Matches
Alessandro Buongiorno,it ITA,DF,24.0,28.1,1187,1162,25,21,1,2,3,3,0,0,0,0,1012,0,7,Matches
Samuele Ricci,it ITA,MF,21.0,26.6,1310,1224,83,68,1,3,54,7,8,4,2,1,1121,3,21,Matches
Adrien Tameze,cm CMR,"DF,MF",29.0,23.8,1276,1218,56,39,1,5,15,16,0,0,0,0,1106,2,23,Matches
Ivan Ilić,rs SRB,MF,22.0,23.3,1336,1184,145,81,1,7,91,5,59,59,0,0,1101,7,21,Matches
Antonio Sanabria,py PAR,"FW,MF",27.0,23.7,624,587,37,2,0,5,6,2,0,0,0,0,494,0,17,Matches
Valentino Lazaro,at AUT,"DF,MF",27.0,22.2,1106,884,216,17,1,3,127,147,52,37,11,0,839,6,23,Matches
Karol Linetty,pl POL,MF,28.0,20.6,884,849,31,24,0,7,19,2,5,2,3,0,755,4,8,Matches
Mërgim Vojvoda,xk KVX,DF,28.0,15.3,964,818,142,18,2,11,64,102,22,21,0,0,762,4,15,Matches
Adam Masina,ma MAR,DF,29.0,11.4,652,620,31,8,0,1,4,17,0,0,0,0,557,1,2,Matches
Perr Schuurs,nl NED,DF,23.0,8.6,406,393,12,9,0,6,2,3,0,0,0,0,359,1,4,Matches
Koffi Djidji,ci CIV,DF,30.0,8.4,434,411,20,10,0,0,2,10,0,0,0,0,372,3,3,Matches
Pietro Pellegri,it ITA,FW,22.0,8.4,138,124,14,0,0,0,5,2,0,0,0,0,86,0,8,Matches
Matteo Lovato,it ITA,DF,23.0,6.0,272,266,6,5,0,0,0,1,0,0,0,0,243,0,1,Matches
Demba Seck,sn SEN,MF,22.0,4.7,109,109,0,0,0,0,2,0,0,0,0,0,82,0,7,Matches
Gvidas Gineitis,lt LTU,MF,19.0,6.0,284,256,27,12,0,2,22,0,15,10,4,0,227,1,7,Matches
Nemanja Radonjić,rs SRB,"MF,FW",27.0,4.2,89,86,2,0,0,1,11,2,0,0,0,0,57,1,5,Matches
David Okereke,ng NGA,"FW,MF",25.0,2.8,92,91,1,0,0,0,4,1,0,0,0,0,72,0,4,Matches
Saba Sazonov,ge GEO,DF,21.0,4.0,187,184,3,1,0,1,0,2,0,0,0,0,163,0,1,Matches
Luca Gemello,it ITA,GK,23.0,2.0,118,99,17,5,0,0,0,0,0,0,0,0,95,2,0,Matches
Brandon Soppy,fr FRA,DF,21.0,2.0,92,67,25,4,0,0,3,21,0,0,0,0,68,0,7,Matches
Yann Karamoh,fr FRA,"MF,FW",25.0,1.8,66,61,5,0,0,0,5,5,0,0,0,0,45,0,1,Matches
David Zima,cz CZE,DF,22.0,1.0,43,43,0,0,0,0,0,0,0,0,0,0,36,0,0,Matches
Zanos Savva,cy CYP,"DF,MF",17.0,0.3,11,10,1,0,0,0,0,1,0,0,0,0,5,0,0,Matches
Alessandro Dellavalle,it ITA,DF,19.0,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,Matches
Simone Verdi,it ITA,FW,31.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,26.4,38.0,18229,16507,1659,451,14,87,761,685,176,144,24,1,14578,63,300,0
Opponent Total,0,0,26.6,38.0,17138,15380,1720,513,35,69,557,683,143,50,66,0,13419,38,250,0
