Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Virgil van Dijk,nl NED,DF,32.0,35.3,40,23,24,13,3,12,14,85.7,2,47,34,13,39,79,144,0,Matches
Luis Díaz,co COL,FW,26.0,29.2,35,25,5,17,13,7,30,23.3,23,15,0,15,3,38,8,0,Matches
Alexis Mac Allister,ar ARG,MF,24.0,28.9,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1,Matches
Mohamed Salah,eg EGY,FW,31.0,28.2,17,11,1,8,8,6,21,28.6,15,19,1,18,2,19,1,0,Matches
Alisson,br BRA,GK,30.0,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4,Matches
Trent Alexander-Arnold,eng ENG,DF,24.0,23.9,39,26,26,11,2,27,87,31.0,60,22,2,20,31,70,48,5,Matches
Dominik Szoboszlai,hu HUN,MF,22.0,23.4,32,19,12,12,8,16,50,32.0,34,37,2,35,15,47,16,1,Matches
Darwin Núñez,uy URU,FW,24.0,22.7,22,12,2,10,10,11,23,47.8,12,18,6,12,3,25,9,0,Matches
Wataru Endo,jp JPN,MF,30.0,19.1,48,28,11,31,6,20,61,32.8,41,24,2,22,20,68,31,3,Matches
Andrew Robertson,sct SCO,DF,29.0,18.8,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0,Matches
Joe Gomez,eng ENG,DF,26.0,19.8,47,31,24,16,7,30,63,47.6,33,26,4,22,19,66,50,2,Matches
Cody Gakpo,nl NED,"FW,MF",24.0,18.3,27,17,8,14,5,8,25,32.0,17,21,4,17,14,41,7,0,Matches
Ibrahima Konaté,fr FRA,DF,24.0,17.5,36,22,22,13,1,18,24,75.0,6,18,12,6,20,56,51,1,Matches
Curtis Jones,eng ENG,MF,22.0,13.0,27,14,12,12,3,10,23,43.5,13,22,0,22,7,34,8,0,Matches
Diogo Jota,pt POR,FW,26.0,12.7,23,13,6,13,4,10,23,43.5,13,9,1,8,7,30,4,0,Matches
Jarell Quansah,eng ENG,DF,20.0,13.2,25,22,17,7,1,14,20,70.0,6,16,8,8,17,42,39,1,Matches
Ryan Gravenberch,nl NED,MF,21.0,12.5,26,12,5,13,8,12,29,41.4,17,20,2,18,14,40,11,0,Matches
Harvey Elliott,eng ENG,"MF,FW",20.0,15.0,27,17,8,14,5,10,31,32.3,21,27,0,27,6,33,7,0,Matches
Caoimhín Kelleher,ie IRL,GK,24.0,10.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,Matches
Conor Bradley,nir NIR,DF,20.0,8.4,33,25,14,12,7,24,38,63.2,14,17,1,16,10,43,14,0,Matches
Joël Matip,cm CMR,DF,31.0,8.7,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,Matches
Kostas Tsimikas,gr GRE,DF,27.0,7.5,19,13,9,6,4,9,15,60.0,6,9,1,8,6,25,10,0,Matches
Bobby Clark,eng ENG,MF,18.0,1.0,2,1,1,1,0,1,5,20.0,4,6,2,4,1,3,1,0,Matches
Stefan Bajcetic,es ESP,MF,18.0,0.3,4,1,3,1,0,3,5,60.0,2,0,0,0,0,4,0,0,Matches
Ben Doak,sct SCO,FW,17.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Jayden Danns,eng ENG,FW,17.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Owen Beck,wls WAL,DF,20.0,0.1,2,1,1,1,0,0,0,0.0,0,0,0,0,0,2,1,0,Matches
Thiago Alcántara,es ESP,MF,32.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
James McConnell,eng ENG,MF,18.0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,0,0,Matches
Kaide Gordon,eng ENG,FW,18.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.3,38.0,677,418,274,290,113,341,768,44.4,427,475,108,367,292,969,583,19,0
Opponent Total,0,0,26.2,38.0,738,438,413,269,56,331,662,50.0,331,553,224,329,378,1116,1060,18,0
