Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Alisson,br BRA,GK,30.0,28,28,2520,28.0,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0.0,Matches
Caoimhín Kelleher,ie IRL,GK,24.0,10,10,900,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.3,38,38,3420,38.0,41,1.08,147,108,72.8,24,10,4,10,26.3,1,1,0,0,0.0,0
Opponent Total,0,0,26.2,38,38,3420,38.0,86,2.26,271,189,70.5,4,10,24,3,7.9,9,6,2,1,25.0,0
