Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Jorrel Hato,nl NED,DF,17.0,32.9,67,38,36,24,7,31,52,59.6,21,50,22,28,45,112,84,0,Matches
Kenneth Taylor,nl NED,"MF,DF",21.0,30.6,43,27,14,20,9,11,28,39.3,17,40,9,31,26,69,29,0,Matches
Brian Brobbey,nl NED,FW,21.0,26.7,7,4,0,2,5,2,4,50.0,2,16,1,15,0,7,25,0,Matches
Devyne Rensch,nl NED,DF,20.0,24.6,43,29,23,15,5,27,37,73.0,10,21,6,15,31,74,51,0,Matches
Steven Bergwijn,nl NED,"FW,MF",25.0,21.6,17,12,7,6,4,9,21,42.9,12,12,1,11,4,21,7,0,Matches
Josip Šutalo,hr CRO,DF,23.0,22.0,29,12,20,9,0,13,22,59.1,9,24,15,9,40,69,86,0,Matches
Kristian Nökkvi Hlynsson,is ISL,"MF,FW",19.0,19.6,20,13,5,10,5,7,29,24.1,22,13,2,11,5,25,16,0,Matches
Diant Ramaj,de GER,GK,21.0,20.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,3,Matches
Benjamin Tahirovic,ba BIH,MF,20.0,18.5,34,24,10,21,3,17,36,47.2,19,23,7,16,26,60,20,0,Matches
Steven Berghuis,nl NED,"FW,MF",31.0,16.0,26,15,14,8,4,12,22,54.5,10,14,0,14,5,31,11,0,Matches
Anton Gaaei,dk DEN,DF,20.0,12.9,24,13,12,8,4,10,18,55.6,8,13,4,9,20,44,24,1,Matches
Sivert Mannsverk,no NOR,"MF,DF",21.0,9.8,11,7,5,5,1,6,11,54.5,5,7,4,3,9,20,17,0,Matches
Branco van den Boomen,nl NED,MF,28.0,11.9,21,11,6,12,3,11,24,45.8,13,20,4,16,8,29,8,2,Matches
Ahmetcan Kaplan,tr TUR,DF,20.0,10.5,20,14,10,10,0,12,20,60.0,8,16,8,8,9,29,35,0,Matches
Borna Sosa,hr CRO,DF,25.0,9.4,22,14,13,6,3,20,30,66.7,10,13,3,10,16,38,19,0,Matches
Jordan Henderson,eng ENG,MF,33.0,8.3,13,2,3,8,2,8,14,57.1,6,19,4,15,5,18,9,0,Matches
Chuba Akpom,eng ENG,"FW,MF",27.0,11.7,15,8,2,10,3,4,8,50.0,4,9,0,9,3,18,13,0,Matches
Carlos Forbs,pt POR,FW,19.0,9.2,19,12,8,7,4,10,19,52.6,9,14,1,13,2,21,7,0,Matches
Ar'jany Martha,nl NED,"DF,FW",19.0,7.8,25,12,13,8,4,14,28,50.0,14,9,1,8,11,36,16,0,Matches
Jay Gorter,nl NED,GK,23.0,7.4,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,4,1,Matches
Mika Godts,be BEL,"FW,MF",18.0,6.4,10,5,2,5,3,3,8,37.5,5,6,0,6,1,11,3,0,Matches
Gerónimo Rulli,ar ARG,GK,31.0,6.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,Matches
Tristan Gooijer,nl NED,"DF,MF",18.0,6.3,28,17,12,9,7,20,24,83.3,4,5,0,5,4,32,14,1,Matches
Gastón Ávila,ar ARG,DF,21.0,3.9,15,10,10,5,0,14,27,51.9,13,7,1,6,3,18,12,0,Matches
Silvano Vos,nl NED,MF,18.0,3.9,5,5,2,3,0,3,8,37.5,5,8,4,4,12,17,2,0,Matches
Jakov Medić,hr CRO,DF,24.0,3.7,3,2,2,1,0,1,3,33.3,2,4,3,1,2,5,8,1,Matches
Georges Mikautadze,ge GEO,"MF,FW",22.0,2.6,1,0,1,0,0,0,3,0.0,3,1,0,1,0,1,2,0,Matches
Anass Salah-Eddine,nl NED,DF,21.0,2.1,4,3,2,2,0,4,11,36.4,7,4,1,3,1,5,5,1,Matches
Mohammed Kudus,gh GHA,"FW,MF",22.0,2.0,2,2,1,0,1,0,3,0.0,3,4,0,4,1,3,3,0,Matches
Jaydon Amauri Banel,nl NED,"FW,MF",18.0,1.0,3,2,1,1,1,1,4,25.0,3,0,0,0,0,3,1,0,Matches
Amourrichio Van Axel Dongen,nl NED,FW,18.0,0.6,1,0,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0,Matches
Julian Rijkhoff,nl NED,"FW,MF",18.0,0.8,2,1,0,0,2,0,2,0.0,2,0,0,0,1,3,0,0,Matches
Davy Klaassen,nl NED,MF,30.0,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Owen Wijndal,nl NED,DF,23.0,0.5,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,0,0,Matches
Kian Fitz-Jim,nl NED,"MF,FW",20.0,0.5,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,Matches
Squad Total,0,0,22.4,34.0,533,316,236,216,81,271,526,51.5,255,375,101,274,293,826,542,11,0
Opponent Total,0,0,25.2,34.0,580,340,297,204,79,294,627,46.9,333,422,131,291,297,877,718,7,0
