Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Jorrel Hato,nl NED,DF,17.0,32.9,2689,2519,166,60,5,9,9,78,0,0,0,0,2471,4,13,Matches
Kenneth Taylor,nl NED,"MF,DF",21.0,30.6,1487,1385,92,25,5,9,39,37,17,5,8,0,1201,10,32,Matches
Brian Brobbey,nl NED,FW,21.0,26.7,530,480,50,6,2,2,7,1,0,0,0,0,414,0,21,Matches
Devyne Rensch,nl NED,DF,20.0,24.6,1682,1526,154,32,0,7,14,120,0,0,0,0,1497,2,21,Matches
Steven Bergwijn,nl NED,"FW,MF",25.0,21.6,926,870,51,10,9,4,20,24,11,3,1,0,792,5,20,Matches
Josip Šutalo,hr CRO,DF,23.0,22.0,1690,1639,48,40,0,2,3,5,0,0,0,0,1546,3,6,Matches
Kristian Nökkvi Hlynsson,is ISL,"MF,FW",19.0,19.6,724,673,48,6,3,1,26,10,10,3,4,0,579,3,21,Matches
Diant Ramaj,de GER,GK,21.0,20.3,1010,867,140,26,0,3,0,0,0,0,0,0,767,3,0,Matches
Benjamin Tahirovic,ba BIH,MF,20.0,18.5,1116,1091,24,21,3,6,2,2,0,0,0,0,988,1,13,Matches
Steven Berghuis,nl NED,"FW,MF",31.0,16.0,1012,896,111,24,17,13,126,17,70,34,16,1,756,5,31,Matches
Anton Gaaei,dk DEN,DF,20.0,12.9,814,714,99,6,1,2,66,93,0,0,0,0,617,1,24,Matches
Sivert Mannsverk,no NOR,"MF,DF",21.0,9.8,620,609,11,7,1,0,2,4,0,0,0,0,557,0,8,Matches
Branco van den Boomen,nl NED,MF,28.0,11.9,945,858,83,32,1,17,84,3,48,23,22,0,745,4,21,Matches
Ahmetcan Kaplan,tr TUR,DF,20.0,10.5,816,799,17,11,0,8,0,1,0,0,0,0,726,0,7,Matches
Borna Sosa,hr CRO,DF,25.0,9.4,632,542,88,9,0,8,57,75,4,0,2,0,504,2,11,Matches
Jordan Henderson,eng ENG,MF,33.0,8.3,757,697,59,28,2,2,40,5,23,8,8,1,650,1,10,Matches
Chuba Akpom,eng ENG,"FW,MF",27.0,11.7,252,244,6,0,1,2,5,0,1,0,0,0,187,2,12,Matches
Carlos Forbs,pt POR,FW,19.0,9.2,310,299,11,0,2,0,31,8,3,0,0,1,225,0,17,Matches
Ar'jany Martha,nl NED,"DF,FW",19.0,7.8,506,446,60,3,0,3,25,57,0,0,0,0,416,0,4,Matches
Jay Gorter,nl NED,GK,23.0,7.4,305,249,55,10,0,1,0,0,0,0,0,0,242,1,0,Matches
Mika Godts,be BEL,"FW,MF",18.0,6.4,252,247,3,1,3,4,17,1,1,1,0,0,185,2,10,Matches
Gerónimo Rulli,ar ARG,GK,31.0,6.3,341,289,52,16,0,0,0,0,0,0,0,0,263,0,3,Matches
Tristan Gooijer,nl NED,"DF,MF",18.0,6.3,375,330,43,2,0,0,10,41,0,0,0,0,324,2,2,Matches
Gastón Ávila,ar ARG,DF,21.0,3.9,296,264,32,8,2,3,5,18,0,0,0,0,252,0,3,Matches
Silvano Vos,nl NED,MF,18.0,3.9,167,160,7,7,0,0,0,0,0,0,0,0,155,0,0,Matches
Jakov Medić,hr CRO,DF,24.0,3.7,299,293,6,6,0,1,0,0,0,0,0,0,278,0,2,Matches
Georges Mikautadze,ge GEO,"MF,FW",22.0,2.6,74,73,1,0,0,0,1,1,0,0,0,0,50,0,4,Matches
Anass Salah-Eddine,nl NED,DF,21.0,2.1,157,134,23,3,0,0,9,18,2,0,1,0,134,0,1,Matches
Mohammed Kudus,gh GHA,"FW,MF",22.0,2.0,70,70,0,0,1,0,8,0,0,0,0,0,53,0,5,Matches
Jaydon Amauri Banel,nl NED,"FW,MF",18.0,1.0,40,38,2,1,1,0,2,1,0,0,0,0,32,0,1,Matches
Amourrichio Van Axel Dongen,nl NED,FW,18.0,0.6,10,10,0,0,0,1,2,0,0,0,0,0,6,0,0,Matches
Julian Rijkhoff,nl NED,"FW,MF",18.0,0.8,29,27,2,0,0,0,0,1,0,0,0,0,21,0,0,Matches
Davy Klaassen,nl NED,MF,30.0,0.7,17,17,0,0,0,0,0,0,0,0,0,0,12,0,2,Matches
Owen Wijndal,nl NED,DF,23.0,0.5,53,51,2,0,0,0,1,2,0,0,0,0,44,0,4,Matches
Kian Fitz-Jim,nl NED,"MF,FW",20.0,0.5,25,24,1,0,0,0,1,0,1,1,0,0,20,0,0,Matches
Squad Total,0,0,22.4,34.0,21028,19430,1547,400,59,108,612,623,191,78,62,3,17709,51,329,0
Opponent Total,0,0,25.2,34.0,14185,12742,1388,316,42,98,529,570,136,58,45,0,10929,55,309,0
