Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Jorrel Hato,nl NED,DF,17.0,33,2961.0,90.0,96.8,32.9,33,90.0,32,0,0.0,0,1.67,72.0,59.0,13.0,0.4,0.4,62.3,50.8,11.5,0.35,-0.62,Matches
Kenneth Taylor,nl NED,"MF,DF",21.0,34,2758.0,81.0,90.1,30.6,31,86.0,21,3,32.0,0,1.65,65.0,55.0,10.0,0.33,-0.57,56.1,45.0,11.1,0.36,-0.08,Matches
Brian Brobbey,nl NED,FW,21.0,30,2405.0,80.0,78.6,26.7,29,82.0,14,1,29.0,1,1.63,55.0,48.0,7.0,0.26,-0.56,47.9,42.2,5.7,0.21,-0.73,Matches
Devyne Rensch,nl NED,DF,20.0,28,2212.0,79.0,72.3,24.6,26,82.0,20,2,39.0,0,1.82,58.0,39.0,19.0,0.77,1.41,49.3,35.0,14.3,0.58,0.77,Matches
Steven Bergwijn,nl NED,"FW,MF",25.0,24,1944.0,81.0,63.5,21.6,23,83.0,14,1,35.0,0,1.79,51.0,36.0,15.0,0.69,0.86,42.8,33.9,9.0,0.41,0.12,Matches
Josip Šutalo,hr CRO,DF,23.0,23,1980.0,86.0,64.7,22.0,22,88.0,21,1,45.0,2,1.52,45.0,42.0,3.0,0.14,-0.7,41.5,35.5,6.0,0.27,-0.27,Matches
Kristian Nökkvi Hlynsson,is ISL,"MF,FW",19.0,25,1765.0,71.0,57.7,19.6,22,78.0,8,3,18.0,5,1.68,40.0,35.0,5.0,0.25,-0.3,36.4,28.6,7.8,0.4,0.07,Matches
Diant Ramaj,de GER,GK,21.0,22,1824.0,83.0,59.6,20.3,20,90.0,20,2,12.0,6,1.82,47.0,32.0,15.0,0.74,0.89,44.4,30.4,14.0,0.69,0.79,Matches
Benjamin Tahirovic,ba BIH,MF,20.0,26,1667.0,64.0,54.5,18.5,18,83.0,11,8,22.0,7,1.77,44.0,32.0,12.0,0.65,0.58,39.1,28.7,10.4,0.56,0.42,Matches
Steven Berghuis,nl NED,"FW,MF",31.0,20,1443.0,72.0,47.2,16.0,16,82.0,11,4,31.0,0,1.85,40.0,30.0,10.0,0.62,0.46,36.3,27.0,9.4,0.58,0.41,Matches
Anton Gaaei,dk DEN,DF,20.0,25,1164.0,47.0,38.0,12.9,12,71.0,6,13,24.0,4,1.44,28.0,26.0,2.0,0.15,-0.37,26.8,23.4,3.4,0.26,-0.17,Matches
Sivert Mannsverk,no NOR,"MF,DF",21.0,13,886.0,68.0,29.0,9.8,12,73.0,4,1,10.0,2,1.54,20.0,16.0,4.0,0.41,0.03,13.9,12.3,1.6,0.16,-0.29,Matches
