Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jorrel Hato,nl NED,DF,17.0,32.9,2471,2689,91.9,42451,13515,997,1052,94.8,1313,1389,94.5,114,168,67.9,2,1.3,2.2,0.7,15,172,10,0,156,Matches
Kenneth Taylor,nl NED,"MF,DF",21.0,30.6,1201,1487,80.8,18451,5821,650,750,86.7,440,520,84.6,65,117,55.6,5,4.9,6.1,0.1,40,132,44,2,185,Matches
Brian Brobbey,nl NED,FW,21.0,26.7,414,530,78.1,5032,554,272,318,85.5,94,125,75.2,13,18,72.2,8,6.3,5.9,1.7,45,11,14,0,30,Matches
Devyne Rensch,nl NED,DF,20.0,24.6,1497,1682,89.0,25606,7686,643,709,90.7,738,784,94.1,92,135,68.1,4,2.5,3.1,1.5,13,105,22,2,120,Matches
Steven Bergwijn,nl NED,"FW,MF",25.0,21.6,792,926,85.5,11007,2629,462,511,90.4,274,310,88.4,22,40,55.0,4,6.4,6.6,-2.4,50,50,50,4,109,Matches
Josip Šutalo,hr CRO,DF,23.0,22.0,1546,1690,91.5,27051,8573,608,647,94.0,836,879,95.1,82,126,65.1,0,0.2,0.6,-0.2,5,72,1,0,67,Matches
Kristian Nökkvi Hlynsson,is ISL,"MF,FW",19.0,19.6,579,724,80.0,7482,1455,375,431,87.0,171,213,80.3,9,29,31.0,1,2.8,2.7,-1.8,15,26,22,2,70,Matches
Diant Ramaj,de GER,GK,21.0,20.3,767,1010,75.9,20288,14362,176,178,98.9,331,346,95.7,256,479,53.4,0,0.0,0.0,0.0,0,12,0,0,1,Matches
Benjamin Tahirovic,ba BIH,MF,20.0,18.5,988,1116,88.5,17744,4666,424,452,93.8,456,493,92.5,95,133,71.4,4,1.7,2.0,2.3,17,110,22,1,99,Matches
Steven Berghuis,nl NED,"FW,MF",31.0,16.0,756,1012,74.7,13693,4913,355,405,87.7,257,335,76.7,112,202,55.4,8,6.8,7.8,1.2,41,77,68,12,140,Matches
Anton Gaaei,dk DEN,DF,20.0,12.9,617,814,75.8,10747,3340,284,331,85.8,276,348,79.3,51,98,52.0,2,4.6,4.4,-2.6,27,47,29,13,57,Matches
Sivert Mannsverk,no NOR,"MF,DF",21.0,9.8,557,620,89.8,8946,2533,283,300,94.3,229,247,92.7,33,49,67.3,0,0.3,1.0,-0.3,7,51,7,0,56,Matches
Branco van den Boomen,nl NED,MF,28.0,11.9,745,945,78.8,15976,5423,254,283,89.8,334,387,86.3,145,233,62.2,1,2.2,2.3,-1.2,30,147,11,6,135,Matches
Ahmetcan Kaplan,tr TUR,DF,20.0,10.5,726,816,89.0,13164,5115,281,309,90.9,387,411,94.2,53,81,65.4,1,0.2,0.3,0.8,4,52,2,0,48,Matches
Borna Sosa,hr CRO,DF,25.0,9.4,504,632,79.7,8757,2646,233,257,90.7,218,262,83.2,46,90,51.1,4,1.4,2.0,2.6,14,46,15,10,49,Matches
Jordan Henderson,eng ENG,MF,33.0,8.3,650,757,85.9,11569,3848,289,304,95.1,278,306,90.8,69,119,58.0,3,1.9,2.6,1.1,22,75,20,5,70,Matches
Chuba Akpom,eng ENG,"FW,MF",27.0,11.7,187,252,74.2,2752,655,107,136,78.7,60,73,82.2,10,12,83.3,3,1.9,2.1,1.1,17,19,12,0,38,Matches
Carlos Forbs,pt POR,FW,19.0,9.2,225,310,72.6,3097,821,145,179,81.0,69,87,79.3,4,17,23.5,3,2.1,2.4,0.9,17,3,20,5,33,Matches
Ar'jany Martha,nl NED,"DF,FW",19.0,7.8,416,506,82.2,6258,1937,247,271,91.1,134,171,78.4,25,44,56.8,1,1.4,1.2,-0.4,12,27,10,3,37,Matches
Jay Gorter,nl NED,GK,23.0,7.4,242,305,79.3,5679,4055,86,86,100.0,106,106,100.0,50,112,44.6,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Mika Godts,be BEL,"FW,MF",18.0,6.4,185,252,73.4,2941,521,106,129,82.2,62,81,76.5,14,25,56.0,2,0.7,1.4,1.3,6,15,11,1,22,Matches
