Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Diant Ramaj,de GER,GK,21.0,20.3,32,1,0,0,1,32.4,0.33,1.4,0.07,123,322,38.2,893,113,32.3,33.0,114,29.8,32.7,263,21,8.0,30,1.48,16.0,Matches
Jay Gorter,nl NED,GK,23.0,7.4,17,0,0,1,0,13.8,0.41,-3.2,-0.44,33,87,37.9,259,38,30.5,30.2,45,17.8,28.3,91,7,7.7,7,0.95,13.6,Matches
Gerónimo Rulli,ar ARG,GK,31.0,6.3,12,1,0,1,0,11.4,0.37,-0.6,-0.09,49,104,47.1,305,40,27.9,29.9,36,52.8,43.5,66,6,9.1,13,2.05,15.8,Matches
Squad Total,0,0,22.4,34.0,61,2,0,2,1,57.6,0.36,-2.4,-0.07,205,513,40.0,1413,191,31.9,0.0,239,25.9,29.2,420,34,8.1,50,1.47,0.0,0
Opponent Total,0,0,25.2,34.0,74,5,0,5,2,72.8,0.32,0.8,0.02,162,493,32.9,918,157,39.4,35.7,259,50.6,42.3,470,29,6.2,37,1.09,13.4,0
