Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Jorrel Hato,nl NED,DF,17.0,32.9,5,0,0,12,13,0,9,45,38,0,0,1,189,76,69,52.4,Matches
Kenneth Taylor,nl NED,"MF,DF",21.0,30.6,3,0,0,29,29,4,39,26,27,0,0,0,135,25,24,51.0,Matches
Brian Brobbey,nl NED,FW,21.0,26.7,4,0,0,26,53,24,7,0,4,2,0,0,38,65,39,62.5,Matches
Devyne Rensch,nl NED,DF,20.0,24.6,2,1,0,15,24,1,14,31,29,1,1,0,112,20,19,51.3,Matches
Steven Bergwijn,nl NED,"FW,MF",25.0,21.6,5,1,0,13,23,3,20,4,12,0,1,0,84,10,13,43.5,Matches
Josip Šutalo,hr CRO,DF,23.0,22.0,2,0,0,15,15,0,3,40,12,0,0,0,151,57,42,57.6,Matches
Kristian Nökkvi Hlynsson,is ISL,"MF,FW",19.0,19.6,2,0,0,20,25,2,26,5,13,0,0,0,84,8,16,33.3,Matches
Diant Ramaj,de GER,GK,21.0,20.3,0,0,0,0,2,0,0,0,0,0,0,0,35,8,3,72.7,Matches
Benjamin Tahirovic,ba BIH,MF,20.0,18.5,5,0,0,28,18,0,2,26,24,0,1,0,133,10,11,47.6,Matches
Steven Berghuis,nl NED,"FW,MF",31.0,16.0,1,0,0,12,15,4,126,5,15,0,0,0,59,4,6,40.0,Matches
Anton Gaaei,dk DEN,DF,20.0,12.9,1,0,0,10,6,0,66,20,13,0,0,0,78,20,22,47.6,Matches
Sivert Mannsverk,no NOR,"MF,DF",21.0,9.8,4,0,0,12,9,0,2,9,7,0,0,0,45,18,16,52.9,Matches
Branco van den Boomen,nl NED,MF,28.0,11.9,1,0,0,10,6,0,84,8,11,0,0,0,73,6,7,46.2,Matches
Ahmetcan Kaplan,tr TUR,DF,20.0,10.5,3,1,0,14,12,0,0,9,14,0,0,0,54,43,23,65.2,Matches
Borna Sosa,hr CRO,DF,25.0,9.4,1,0,0,4,4,0,57,16,14,0,0,0,45,9,7,56.3,Matches
Jordan Henderson,eng ENG,MF,33.0,8.3,0,0,0,8,4,0,40,5,2,0,0,0,43,6,3,66.7,Matches
Chuba Akpom,eng ENG,"FW,MF",27.0,11.7,0,0,0,11,29,5,5,3,8,0,0,0,35,42,44,48.8,Matches
Carlos Forbs,pt POR,FW,19.0,9.2,0,0,0,6,9,4,31,2,12,1,0,0,37,0,8,0.0,Matches
Ar'jany Martha,nl NED,"DF,FW",19.0,7.8,0,0,0,4,5,0,25,11,12,0,0,0,57,6,8,42.9,Matches
Jay Gorter,nl NED,GK,23.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0.0,Matches
Mika Godts,be BEL,"FW,MF",18.0,6.4,0,0,0,1,6,2,17,1,5,0,0,0,27,2,2,50.0,Matches
Gerónimo Rulli,ar ARG,GK,31.0,6.3,0,0,0,0,2,0,0,0,0,0,0,0,8,4,0,100.0,Matches
Tristan Gooijer,nl NED,"DF,MF",18.0,6.3,0,0,0,6,3,0,10,4,17,0,0,0,34,4,3,57.1,Matches
Gastón Ávila,ar ARG,DF,21.0,3.9,1,0,0,6,11,0,5,3,10,0,0,0,25,5,4,55.6,Matches
Silvano Vos,nl NED,MF,18.0,3.9,3,0,0,5,3,0,0,12,5,0,0,0,18,5,1,83.3,Matches
Jakov Medić,hr CRO,DF,24.0,3.7,1,0,0,2,4,0,0,2,2,0,0,0,24,5,3,62.5,Matches
Georges Mikautadze,ge GEO,"MF,FW",22.0,2.6,0,0,0,1,4,0,1,0,0,0,0,0,12,1,2,33.3,Matches
Anass Salah-Eddine,nl NED,DF,21.0,2.1,0,0,0,5,2,0,9,1,3,0,0,0,14,1,1,50.0,Matches
Mohammed Kudus,gh GHA,"FW,MF",22.0,2.0,0,0,0,2,3,1,8,1,2,0,0,0,9,1,2,33.3,Matches
Jaydon Amauri Banel,nl NED,"FW,MF",18.0,1.0,0,0,0,2,4,0,2,0,2,0,0,0,4,1,0,100.0,Matches
Amourrichio Van Axel Dongen,nl NED,FW,18.0,0.6,0,0,0,2,1,0,2,1,0,0,0,0,4,0,0,0.0,Matches
Julian Rijkhoff,nl NED,"FW,MF",18.0,0.8,0,0,0,1,1,1,0,1,1,0,0,0,3,2,4,33.3,Matches
Davy Klaassen,nl NED,MF,30.0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0.0,Matches
Owen Wijndal,nl NED,DF,23.0,0.5,0,0,0,0,0,0,1,1,1,0,0,0,6,2,0,100.0,Matches
Kian Fitz-Jim,nl NED,"MF,FW",20.0,0.5,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0.0,Matches
Squad Total,0,0,22.4,34.0,44,3,0,282,347,51,612,293,316,4,3,1,1691,466,402,53.7,0
Opponent Total,0,0,25.2,34.0,54,0,0,365,268,55,529,297,340,3,6,2,1647,402,466,46.3,0
