Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Jorrel Hato,nl NED,DF,17.0,32.9,53,1.61,45,2,2,2,0,2,6,0.18,6,0,0,0,0,0,Matches
Kenneth Taylor,nl NED,"MF,DF",21.0,30.6,94,3.07,79,6,3,4,1,1,10,0.33,8,1,1,0,0,0,Matches
Brian Brobbey,nl NED,FW,21.0,26.7,92,3.44,67,0,8,5,11,1,15,0.56,8,0,3,1,3,0,Matches
Devyne Rensch,nl NED,DF,20.0,24.6,51,2.08,43,2,4,1,1,0,12,0.49,8,1,1,1,1,0,Matches
Steven Bergwijn,nl NED,"FW,MF",25.0,21.6,99,4.58,72,4,16,4,3,0,14,0.65,9,0,3,1,1,0,Matches
Josip Šutalo,hr CRO,DF,23.0,22.0,20,0.91,18,0,1,1,0,0,2,0.09,1,0,0,1,0,0,Matches
Kristian Nökkvi Hlynsson,is ISL,"MF,FW",19.0,19.6,49,2.5,38,3,2,4,2,0,4,0.2,4,0,0,0,0,0,Matches
Diant Ramaj,de GER,GK,21.0,20.3,5,0.25,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Benjamin Tahirovic,ba BIH,MF,20.0,18.5,37,2.0,35,0,0,1,0,1,9,0.49,9,0,0,0,0,0,Matches
Steven Berghuis,nl NED,"FW,MF",31.0,16.0,90,5.62,68,13,6,3,0,0,14,0.87,10,3,0,1,0,0,Matches
Anton Gaaei,dk DEN,DF,20.0,12.9,46,3.56,42,1,1,0,1,1,5,0.39,5,0,0,0,0,0,Matches
Sivert Mannsverk,no NOR,"MF,DF",21.0,9.8,18,1.83,18,0,0,0,0,0,2,0.2,2,0,0,0,0,0,Matches
Branco van den Boomen,nl NED,MF,28.0,11.9,56,4.7,37,14,0,3,1,1,3,0.25,3,0,0,0,0,0,Matches
Ahmetcan Kaplan,tr TUR,DF,20.0,10.5,12,1.14,10,0,0,1,0,1,2,0.19,2,0,0,0,0,0,Matches
Borna Sosa,hr CRO,DF,25.0,9.4,24,2.54,22,2,0,0,0,0,5,0.53,5,0,0,0,0,0,Matches
Jordan Henderson,eng ENG,MF,33.0,8.3,36,4.32,27,9,0,0,0,0,5,0.6,5,0,0,0,0,0,Matches
Chuba Akpom,eng ENG,"FW,MF",27.0,11.7,29,2.49,22,0,1,5,1,0,4,0.34,3,0,0,1,0,0,Matches
Carlos Forbs,pt POR,FW,19.0,9.2,35,3.8,25,1,4,2,2,1,5,0.54,2,0,1,0,1,1,Matches
Ar'jany Martha,nl NED,"DF,FW",19.0,7.8,24,3.1,19,1,3,0,1,0,2,0.26,2,0,0,0,0,0,Matches
Jay Gorter,nl NED,GK,23.0,7.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mika Godts,be BEL,"FW,MF",18.0,6.4,14,2.2,13,0,1,0,0,0,3,0.47,3,0,0,0,0,0,Matches
Gerónimo Rulli,ar ARG,GK,31.0,6.3,1,0.16,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tristan Gooijer,nl NED,"DF,MF",18.0,6.3,7,1.11,6,0,1,0,0,0,2,0.32,1,0,1,0,0,0,Matches
Gastón Ávila,ar ARG,DF,21.0,3.9,6,1.53,3,1,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Silvano Vos,nl NED,MF,18.0,3.9,6,1.54,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Jakov Medić,hr CRO,DF,24.0,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Georges Mikautadze,ge GEO,"MF,FW",22.0,2.6,2,0.76,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Anass Salah-Eddine,nl NED,DF,21.0,2.1,12,5.6,12,0,0,0,0,0,3,1.4,3,0,0,0,0,0,Matches
Mohammed Kudus,gh GHA,"FW,MF",22.0,2.0,11,5.5,7,0,3,1,0,0,2,1.0,1,0,0,1,0,0,Matches
Jaydon Amauri Banel,nl NED,"FW,MF",18.0,1.0,5,4.89,3,0,0,2,0,0,1,0.98,0,0,0,1,0,0,Matches
Amourrichio Van Axel Dongen,nl NED,FW,18.0,0.6,1,1.64,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Julian Rijkhoff,nl NED,"FW,MF",18.0,0.8,2,2.61,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Davy Klaassen,nl NED,MF,30.0,0.7,4,5.9,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Owen Wijndal,nl NED,DF,23.0,0.5,5,9.57,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kian Fitz-Jim,nl NED,"MF,FW",20.0,0.5,4,8.57,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,22.4,34.0,951,27.97,753,60,57,42,26,13,130,3.82,100,5,10,8,6,1,0
Opponent Total,0,0,25.2,34.0,733,21.56,539,57,54,47,25,11,99,2.91,69,3,11,12,3,1,0
