Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Bernd Leno,de GER,GK,31.0,38.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antonee Robinson,us USA,DF,25.0,36.3,69,1.9,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,Matches
Andreas Pereira,br BRA,MF,27.0,29.0,137,4.72,80,48,3,3,3,0,15,0.52,10,4,1,0,0,0,Matches
João Palhinha,pt POR,MF,28.0,30.0,33,1.1,23,2,0,4,2,2,2,0.07,1,0,0,1,0,0,Matches
Timothy Castagne,be BEL,DF,27.0,29.3,50,1.71,39,2,4,4,0,1,2,0.07,2,0,0,0,0,0,Matches
Calvin Bassey,ng NGA,DF,23.0,25.6,15,0.59,13,0,0,2,0,0,2,0.08,0,0,0,2,0,0,Matches
Alex Iwobi,ng NGA,"FW,MF",27.0,24.4,103,4.23,87,0,6,9,0,1,10,0.41,8,0,0,2,0,0,Matches
Willian,br BRA,FW,34.0,22.8,111,4.87,81,15,4,9,2,0,10,0.44,10,0,0,0,0,0,Matches
Tosin Adarabioyo,eng ENG,DF,25.0,18.0,10,0.56,6,0,0,4,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Muniz,br BRA,FW,22.0,17.7,39,2.2,21,0,3,9,4,2,2,0.11,1,0,0,1,0,0,Matches
Raúl Jiménez,mx MEX,FW,32.0,15.5,27,1.74,15,0,4,6,1,1,3,0.19,0,0,1,2,0,0,Matches
Tim Ream,us USA,DF,35.0,16.7,10,0.6,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Bobby Reid,jm JAM,FW,30.0,15.8,35,2.17,29,0,1,3,0,2,4,0.25,3,0,0,0,0,1,Matches
Harry Wilson,wls WAL,FW,26.0,18.0,65,3.61,42,4,5,4,8,2,10,0.56,9,0,0,0,1,0,Matches
Issa Diop,fr FRA,DF,26.0,15.8,4,0.25,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Harrison Reed,eng ENG,MF,28.0,14.7,29,1.97,25,3,0,0,1,0,5,0.34,3,2,0,0,0,0,Matches
Tom Cairney,sct SCO,MF,32.0,16.5,71,4.3,62,2,2,2,1,2,13,0.79,11,0,1,0,1,0,Matches
Saša Lukić,rs SRB,MF,26.0,12.5,27,2.17,19,0,1,6,0,1,0,0.0,0,0,0,0,0,0,Matches
Kenny Tete,nl NED,DF,27.0,9.6,15,1.56,11,0,2,1,1,0,2,0.21,1,0,0,0,1,0,Matches
Carlos Vinícius,br BRA,FW,28.0,3.5,9,2.57,8,0,1,0,0,0,1,0.29,1,0,0,0,0,0,Matches
Adama Traoré,es ESP,"FW,MF",27.0,4.2,14,3.34,12,0,1,1,0,0,5,1.19,4,0,1,0,0,0,Matches
Armando Broja,al ALB,FW,21.0,1.0,1,1.01,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luke Harris,wls WAL,MF,18.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fodé Ballo-Touré,sn SEN,"DF,MF",26.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aleksandar Mitrović,rs SRB,FW,28.0,0.4,2,5.45,1,0,1,0,0,0,1,2.73,1,0,0,0,0,0,Matches
Squad Total,0,0,28.4,38.0,877,23.08,652,79,40,67,24,15,95,2.5,73,6,4,8,3,1,0
Opponent Total,0,0,26.1,38.0,916,24.11,660,76,58,60,46,16,99,2.61,65,4,12,6,11,1,0
