Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Andrea Pinamonti,it ITA,FW,24.0,34.2,11,80,19,23.8,2.34,0.56,0.11,0.47,16.4,0,2,3,8.9,6.6,0.08,2.1,2.4,Matches
Andrea Consigli,it ITA,GK,36.0,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Armand Lauriente,fr FRA,FW,24.0,32.3,5,84,30,35.7,2.6,0.93,0.06,0.17,21.6,11,0,0,5.7,5.7,0.07,-0.7,-0.7,Matches
Martin Erlic,hr CRO,DF,25.0,29.1,1,8,3,37.5,0.28,0.1,0.13,0.33,10.2,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
Kristian Thorstvedt,no NOR,MF,24.0,26.6,6,42,15,35.7,1.58,0.56,0.14,0.4,15.8,0,0,0,4.4,4.4,0.1,1.6,1.6,Matches
Matheus Henrique,br BRA,MF,25.0,27.8,2,19,7,36.8,0.68,0.25,0.11,0.29,20.7,0,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches
Gian Marco Ferrari,it ITA,DF,31.0,25.2,1,16,6,37.5,0.63,0.24,0.06,0.17,12.2,0,0,0,1.6,1.6,0.1,-0.6,-0.6,Matches
Jeremy Toljan,de GER,DF,28.0,23.1,0,12,3,25.0,0.52,0.13,0.0,0.0,18.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Daniel Boloca,ro ROU,MF,24.0,22.5,1,13,4,30.8,0.58,0.18,0.08,0.25,26.3,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Domenico Berardi,it ITA,FW,28.0,15.9,9,46,19,41.3,2.89,1.19,0.09,0.21,23.3,2,5,5,6.5,2.6,0.06,2.5,1.4,Matches
Marcus Pedersen,no NOR,DF,23.0,17.9,0,3,0,0.0,0.17,0.0,0.0,0.0,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ruan,br BRA,DF,24.0,16.8,0,7,2,28.6,0.42,0.12,0.0,0.0,10.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Josh Doig,sct SCO,DF,21.0,14.9,0,8,2,25.0,0.54,0.13,0.0,0.0,20.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Nedim Bajrami,al ALB,"MF,FW",24.0,14.6,2,32,9,28.1,2.2,0.62,0.06,0.22,21.8,3,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
Matías Viña,uy URU,DF,25.0,11.3,0,8,2,25.0,0.71,0.18,0.0,0.0,22.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Mattia Viti,it ITA,DF,21.0,10.9,1,4,1,25.0,0.37,0.09,0.25,1.0,6.3,0,0,0,1.0,1.0,0.24,0.0,0.0,Matches
Uroš Račić,rs SRB,MF,25.0,9.1,1,17,4,23.5,1.87,0.44,0.06,0.25,24.3,2,0,0,0.8,0.8,0.05,0.2,0.2,Matches
Grégoire Defrel,mq MTQ,"FW,MF",32.0,8.4,1,12,3,25.0,1.43,0.36,0.08,0.33,21.5,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
Samu Castillejo,es ESP,"FW,MF",28.0,6.0,0,6,2,33.3,1.01,0.34,0.0,0.0,16.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Cristian Volpato,it ITA,"MF,FW",19.0,7.2,1,12,6,50.0,1.67,0.84,0.08,0.17,23.2,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Pedro Obiang,gq EQG,MF,31.0,5.0,0,2,0,0.0,0.4,0.0,0.0,0.0,28.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Luca Lipani,it ITA,MF,18.0,4.3,0,3,1,33.3,0.7,0.23,0.0,0.0,13.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marash Kumbulla,al ALB,DF,23.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Alessio Cragno,it ITA,GK,29.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Filippo Missori,it ITA,DF,19.0,3.0,0,4,1,25.0,1.35,0.34,0.0,0.0,16.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Maxime Lopez,fr FRA,MF,25.0,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Samuele Mulattieri,it ITA,"FW,MF",22.0,5.1,0,13,5,38.5,2.53,0.97,0.0,0.0,11.5,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches
Emil Ceide,no NOR,"FW,MF",21.0,2.0,0,2,0,0.0,1.02,0.0,0.0,0.0,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Kevin Miranda,it ITA,DF,20.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Justin Kumi,it ITA,FW,19.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.4,38.0,42,453,144,31.8,11.92,3.79,0.08,0.24,19.2,18,7,8,39.8,33.8,0.08,2.2,1.2,0
Opponent Total,0,0,26.6,38.0,71,537,164,30.5,14.13,4.32,0.12,0.38,17.3,9,8,11,61.6,53.1,0.1,9.4,9.9,0
