Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Andrea Pinamonti,it ITA,FW,24.0,34.2,13,8,1,6,6,5,22,22.7,17,19,2,17,1,14,40,0,Matches
Andrea Consigli,it ITA,GK,36.0,35.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,19,1,Matches
Armand Lauriente,fr FRA,FW,24.0,32.3,31,20,8,14,9,13,44,29.5,31,29,4,25,15,46,11,0,Matches
Martin Erlic,hr CRO,DF,25.0,29.1,37,22,26,8,3,20,30,66.7,10,31,16,15,28,65,128,1,Matches
Kristian Thorstvedt,no NOR,MF,24.0,26.6,40,22,7,28,5,22,44,50.0,22,25,9,16,21,61,36,0,Matches
Matheus Henrique,br BRA,MF,25.0,27.8,43,29,21,18,4,18,43,41.9,25,18,8,10,25,68,31,6,Matches
Gian Marco Ferrari,it ITA,DF,31.0,25.2,22,10,11,11,0,12,18,66.7,6,28,17,11,25,47,76,0,Matches
Jeremy Toljan,de GER,DF,28.0,23.1,13,10,8,4,1,9,15,60.0,6,17,5,12,16,29,49,1,Matches
Daniel Boloca,ro ROU,MF,24.0,22.5,48,33,18,25,5,27,46,58.7,19,23,13,10,14,62,33,2,Matches
Domenico Berardi,it ITA,FW,28.0,15.9,17,8,7,9,1,2,21,9.5,19,17,0,17,13,30,9,0,Matches
Marcus Pedersen,no NOR,DF,23.0,17.9,36,24,25,5,6,21,25,84.0,4,19,5,14,10,46,51,0,Matches
Ruan,br BRA,DF,24.0,16.8,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,Matches
Josh Doig,sct SCO,DF,21.0,14.9,25,17,16,9,0,15,27,55.6,12,31,10,21,16,41,38,0,Matches
Nedim Bajrami,al ALB,"MF,FW",24.0,14.6,13,6,6,3,4,5,13,38.5,8,5,1,4,6,19,8,0,Matches
Matías Viña,uy URU,DF,25.0,11.3,34,21,22,7,5,20,36,55.6,16,12,2,10,9,43,34,0,Matches
Mattia Viti,it ITA,DF,21.0,10.9,24,15,14,7,3,10,22,45.5,12,20,10,10,10,34,44,0,Matches
Uroš Račić,rs SRB,MF,25.0,9.1,10,4,6,4,0,0,9,0.0,9,16,7,9,7,17,22,0,Matches
Grégoire Defrel,mq MTQ,"FW,MF",32.0,8.4,17,8,7,5,5,7,15,46.7,8,10,0,10,3,20,9,0,Matches
Samu Castillejo,es ESP,"FW,MF",28.0,6.0,12,10,5,5,2,7,19,36.8,12,16,1,15,1,13,3,0,Matches
Cristian Volpato,it ITA,"MF,FW",19.0,7.2,16,8,9,6,1,9,25,36.0,16,7,0,7,1,17,5,0,Matches
Pedro Obiang,gq EQG,MF,31.0,5.0,8,4,3,4,1,2,10,20.0,8,6,4,2,8,16,10,0,Matches
Luca Lipani,it ITA,MF,18.0,4.3,9,7,4,3,2,3,11,27.3,8,9,2,7,6,15,7,0,Matches
Marash Kumbulla,al ALB,DF,23.0,4.0,3,2,2,1,0,1,2,50.0,1,8,6,2,0,3,22,0,Matches
Alessio Cragno,it ITA,GK,29.0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,Matches
Filippo Missori,it ITA,DF,19.0,3.0,6,3,2,4,0,4,11,36.4,7,3,2,1,4,10,8,0,Matches
Maxime Lopez,fr FRA,MF,25.0,1.6,2,1,1,1,0,1,2,50.0,1,1,1,0,2,4,0,0,Matches
Samuele Mulattieri,it ITA,"FW,MF",22.0,5.1,1,1,0,0,1,1,2,50.0,1,7,2,5,1,2,2,0,Matches
Emil Ceide,no NOR,"FW,MF",21.0,2.0,2,2,1,1,0,1,1,100.0,0,6,1,5,0,2,0,0,Matches
Kevin Miranda,it ITA,DF,20.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Justin Kumi,it ITA,FW,19.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.4,38.0,507,310,241,198,68,245,531,46.1,286,402,143,259,267,774,767,14,0
Opponent Total,0,0,26.6,38.0,584,340,271,240,73,252,529,47.6,277,358,131,227,285,869,752,12,0
