Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Andrea Pinamonti,it ITA,FW,24.0,34.2,630,553,75,0,1,1,10,0,0,0,0,0,411,2,27,Matches
Andrea Consigli,it ITA,GK,36.0,35.0,1235,855,379,126,0,1,0,1,0,0,0,0,838,1,0,Matches
Armand Lauriente,fr FRA,FW,24.0,32.3,908,805,103,15,4,11,135,14,72,47,6,1,628,0,32,Matches
Martin Erlic,hr CRO,DF,25.0,29.1,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7,Matches
Kristian Thorstvedt,no NOR,MF,24.0,26.6,978,957,20,13,0,8,26,2,5,2,2,0,710,1,28,Matches
Matheus Henrique,br BRA,MF,25.0,27.8,1017,963,51,22,5,16,26,9,15,5,8,0,831,3,17,Matches
Gian Marco Ferrari,it ITA,DF,31.0,25.2,1300,1193,104,69,0,10,14,7,0,0,0,0,1073,3,6,Matches
Jeremy Toljan,de GER,DF,28.0,23.1,1007,797,207,24,0,3,50,182,1,0,0,0,775,3,26,Matches
Daniel Boloca,ro ROU,MF,24.0,22.5,1064,1048,15,13,1,3,8,0,0,0,0,0,956,1,15,Matches
Domenico Berardi,it ITA,FW,28.0,15.9,641,583,55,19,8,24,72,7,29,19,0,0,409,3,15,Matches
Marcus Pedersen,no NOR,DF,23.0,17.9,735,566,168,8,0,1,57,160,0,0,0,0,563,1,22,Matches
Ruan,br BRA,DF,24.0,16.8,698,636,62,33,0,1,2,17,0,0,0,0,593,0,10,Matches
Josh Doig,sct SCO,DF,21.0,14.9,591,413,177,4,0,2,47,172,1,0,1,0,404,1,19,Matches
Nedim Bajrami,al ALB,"MF,FW",24.0,14.6,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12,Matches
Matías Viña,uy URU,DF,25.0,11.3,528,422,106,17,1,2,29,88,1,0,1,0,390,0,12,Matches
Mattia Viti,it ITA,DF,21.0,10.9,486,396,90,23,0,0,1,47,0,0,0,0,406,0,4,Matches
Uroš Račić,rs SRB,MF,25.0,9.1,396,391,5,4,1,7,2,1,0,0,0,0,322,0,4,Matches
Grégoire Defrel,mq MTQ,"FW,MF",32.0,8.4,221,209,10,1,0,0,2,3,2,0,0,0,187,2,6,Matches
Samu Castillejo,es ESP,"FW,MF",28.0,6.0,283,253,29,13,0,2,34,3,13,7,3,0,213,1,4,Matches
Cristian Volpato,it ITA,"MF,FW",19.0,7.2,301,278,23,1,0,5,47,3,19,11,6,0,195,0,8,Matches
Pedro Obiang,gq EQG,MF,31.0,5.0,188,177,11,10,0,2,1,0,0,0,0,0,152,0,4,Matches
Luca Lipani,it ITA,MF,18.0,4.3,160,157,3,3,0,2,5,0,0,0,0,0,123,0,3,Matches
Marash Kumbulla,al ALB,DF,23.0,4.0,106,98,8,3,0,0,0,0,0,0,0,0,83,0,0,Matches
Alessio Cragno,it ITA,GK,29.0,3.0,100,68,32,10,0,0,0,0,0,0,0,0,69,0,0,Matches
Filippo Missori,it ITA,DF,19.0,3.0,113,86,27,2,0,0,5,25,0,0,0,0,89,0,2,Matches
Maxime Lopez,fr FRA,MF,25.0,1.6,136,134,2,2,1,1,0,0,0,0,0,0,124,0,1,Matches
Samuele Mulattieri,it ITA,"FW,MF",22.0,5.1,116,100,15,0,0,2,0,0,0,0,0,0,81,1,1,Matches
Emil Ceide,no NOR,"FW,MF",21.0,2.0,59,59,0,0,1,0,5,0,0,0,0,0,40,0,5,Matches
Kevin Miranda,it ITA,DF,20.0,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
Justin Kumi,it ITA,FW,19.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,0,0,26.4,38.0,15683,13729,1928,508,25,118,661,758,202,108,49,1,11978,26,290,0
Opponent Total,0,0,26.6,38.0,20461,18661,1688,389,46,144,759,725,205,60,99,4,16777,112,318,0
