Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Andrea Pinamonti,it ITA,FW,24.0,34.2,59,1.73,37,0,3,6,11,2,8,0.23,4,0,1,0,2,1,Matches
Andrea Consigli,it ITA,GK,36.0,35.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Armand Lauriente,fr FRA,FW,24.0,32.3,110,3.4,67,16,12,7,8,0,8,0.25,4,1,0,2,1,0,Matches
Martin Erlic,hr CRO,DF,25.0,29.1,12,0.41,8,1,0,1,2,0,1,0.03,0,1,0,0,0,0,Matches
Kristian Thorstvedt,no NOR,MF,24.0,26.6,80,3.0,66,1,3,4,3,3,4,0.15,1,0,0,1,1,1,Matches
Matheus Henrique,br BRA,MF,25.0,27.8,77,2.77,63,7,1,3,3,0,5,0.18,5,0,0,0,0,0,Matches
Gian Marco Ferrari,it ITA,DF,31.0,25.2,35,1.39,32,1,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
Jeremy Toljan,de GER,DF,28.0,23.1,38,1.64,33,3,0,1,1,0,7,0.3,6,0,0,0,1,0,Matches
Daniel Boloca,ro ROU,MF,24.0,22.5,52,2.32,46,0,6,0,0,0,4,0.18,4,0,0,0,0,0,Matches
Domenico Berardi,it ITA,FW,28.0,15.9,64,4.02,49,2,2,7,3,1,5,0.31,3,0,0,1,1,0,Matches
Marcus Pedersen,no NOR,DF,23.0,17.9,25,1.39,23,1,1,0,0,0,3,0.17,3,0,0,0,0,0,Matches
Ruan,br BRA,DF,24.0,16.8,9,0.53,7,0,0,0,1,1,2,0.12,1,0,0,0,1,0,Matches
Josh Doig,sct SCO,DF,21.0,14.9,27,1.81,19,6,0,2,0,0,4,0.27,2,1,0,1,0,0,Matches
Nedim Bajrami,al ALB,"MF,FW",24.0,14.6,50,3.44,30,10,3,5,1,1,6,0.41,4,1,0,1,0,0,Matches
Matías Viña,uy URU,DF,25.0,11.3,33,2.93,24,2,3,1,2,1,6,0.53,5,0,0,1,0,0,Matches
Mattia Viti,it ITA,DF,21.0,10.9,7,0.64,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Uroš Račić,rs SRB,MF,25.0,9.1,17,1.86,13,0,0,3,1,0,3,0.33,2,0,0,1,0,0,Matches
Grégoire Defrel,mq MTQ,"FW,MF",32.0,8.4,19,2.26,16,1,0,2,0,0,2,0.24,2,0,0,0,0,0,Matches
Samu Castillejo,es ESP,"FW,MF",28.0,6.0,27,4.54,22,2,1,1,1,0,1,0.17,1,0,0,0,0,0,Matches
Cristian Volpato,it ITA,"MF,FW",19.0,7.2,35,4.9,21,6,6,2,0,0,2,0.28,2,0,0,0,0,0,Matches
Pedro Obiang,gq EQG,MF,31.0,5.0,10,1.99,8,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luca Lipani,it ITA,MF,18.0,4.3,9,2.1,5,0,2,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Marash Kumbulla,al ALB,DF,23.0,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alessio Cragno,it ITA,GK,29.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Filippo Missori,it ITA,DF,19.0,3.0,3,1.02,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maxime Lopez,fr FRA,MF,25.0,1.6,5,3.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Samuele Mulattieri,it ITA,"FW,MF",22.0,5.1,10,1.95,7,1,0,1,1,0,1,0.19,0,0,0,0,1,0,Matches
Emil Ceide,no NOR,"FW,MF",21.0,2.0,7,3.6,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Kevin Miranda,it ITA,DF,20.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Justin Kumi,it ITA,FW,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.4,38.0,825,21.71,620,62,45,49,38,11,73,1.92,50,4,1,8,8,2,0
Opponent Total,0,0,26.6,38.0,970,25.53,711,91,43,61,40,24,127,3.34,84,9,11,7,11,5,0
