Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Andrea Pinamonti,it ITA,FW,24.0,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,454,1591,475,17,11,15,63,37,656,165,Matches
Andrea Consigli,it ITA,GK,36.0,35.0,1327,1035,1316,12,0,0,1327,0,0,0.0,0,0.0,717,3821,2357,0,0,0,0,1,593,0,Matches
Armand Lauriente,fr FRA,FW,24.0,32.3,1292,9,130,453,740,118,1292,135,63,46.7,54,40.0,817,6280,3470,125,84,48,80,55,880,268,Matches
Martin Erlic,hr CRO,DF,25.0,29.1,1476,196,700,729,53,15,1476,6,4,66.7,2,33.3,690,3537,2051,19,8,1,10,0,824,11,Matches
Kristian Thorstvedt,no NOR,MF,24.0,26.6,1273,59,224,693,370,73,1273,38,15,39.5,19,50.0,680,3586,1729,30,36,5,55,38,859,94,Matches
Matheus Henrique,br BRA,MF,25.0,27.8,1234,67,263,686,302,23,1234,39,20,51.3,14,35.9,753,5115,2575,43,34,5,40,20,852,44,Matches
Gian Marco Ferrari,it ITA,DF,31.0,25.2,1499,164,649,766,88,27,1499,5,3,60.0,1,20.0,881,4954,3171,32,16,0,14,1,976,7,Matches
Jeremy Toljan,de GER,DF,28.0,23.1,1167,67,363,518,296,32,1167,14,6,42.9,7,50.0,556,2821,1293,35,24,6,21,9,664,85,Matches
Daniel Boloca,ro ROU,MF,24.0,22.5,1252,75,313,747,211,8,1252,35,28,80.0,7,20.0,705,4318,2034,27,33,0,21,17,834,17,Matches
Domenico Berardi,it ITA,FW,28.0,15.9,829,9,67,340,430,63,824,28,11,39.3,14,50.0,496,2734,1220,38,26,14,31,24,607,123,Matches
Marcus Pedersen,no NOR,DF,23.0,17.9,907,51,303,355,262,19,907,19,11,57.9,7,36.8,411,2975,1495,43,34,8,30,11,465,90,Matches
Ruan,br BRA,DF,24.0,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6,Matches
Josh Doig,sct SCO,DF,21.0,14.9,758,44,241,320,203,10,758,23,4,17.4,18,78.3,294,2111,934,30,17,2,20,10,323,45,Matches
Nedim Bajrami,al ALB,"MF,FW",24.0,14.6,583,9,69,213,318,43,583,31,17,54.8,13,41.9,310,2647,1390,51,25,11,27,11,355,70,Matches
Matías Viña,uy URU,DF,25.0,11.3,673,34,237,270,172,13,673,29,12,41.4,16,55.2,330,1776,1038,24,16,5,18,7,366,37,Matches
Mattia Viti,it ITA,DF,21.0,10.9,603,91,276,281,50,7,603,6,2,33.3,3,50.0,275,1196,519,2,2,0,6,13,306,13,Matches
Uroš Račić,rs SRB,MF,25.0,9.1,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11,Matches
Grégoire Defrel,mq MTQ,"FW,MF",32.0,8.4,310,7,47,141,125,19,310,13,4,30.8,8,61.5,181,1001,348,7,7,2,15,15,219,42,Matches
Samu Castillejo,es ESP,"FW,MF",28.0,6.0,371,5,38,150,190,14,371,19,9,47.4,8,42.1,248,1714,839,27,24,7,23,18,278,45,Matches
Cristian Volpato,it ITA,"MF,FW",19.0,7.2,404,8,57,145,207,23,404,49,25,51.0,21,42.9,248,1798,927,34,24,13,20,12,276,49,Matches
Pedro Obiang,gq EQG,MF,31.0,5.0,229,19,66,127,41,1,229,3,2,66.7,1,33.3,118,462,183,4,3,0,1,1,131,2,Matches
Luca Lipani,it ITA,MF,18.0,4.3,202,11,55,106,42,7,202,4,2,50.0,2,50.0,89,365,163,6,1,1,2,4,103,3,Matches
Marash Kumbulla,al ALB,DF,23.0,4.0,144,38,95,49,0,0,144,0,0,0.0,0,0.0,63,348,224,2,0,0,0,0,74,0,Matches
Alessio Cragno,it ITA,GK,29.0,3.0,110,91,110,0,0,0,110,0,0,0.0,0,0.0,54,270,193,0,0,0,0,0,49,0,Matches
Filippo Missori,it ITA,DF,19.0,3.0,146,10,50,68,30,3,146,2,1,50.0,1,50.0,65,330,198,5,2,2,1,2,73,7,Matches
Maxime Lopez,fr FRA,MF,25.0,1.6,144,10,38,89,19,0,144,2,0,0.0,2,100.0,107,542,267,2,4,0,1,0,125,4,Matches
Samuele Mulattieri,it ITA,"FW,MF",22.0,5.1,188,4,11,102,77,21,188,16,4,25.0,8,50.0,101,552,240,8,8,7,20,13,130,38,Matches
Emil Ceide,no NOR,"FW,MF",21.0,2.0,85,1,13,31,45,9,85,21,13,61.9,7,33.3,55,581,319,12,6,5,4,5,62,16,Matches
Kevin Miranda,it ITA,DF,20.0,0.2,11,1,7,5,0,0,11,1,1,100.0,0,0.0,8,49,31,0,0,0,0,0,8,0,Matches
Justin Kumi,it ITA,FW,19.0,0.0,2,0,0,2,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2,0,Matches
Squad Total,0,0,26.4,38.0,19492,2317,6391,8488,4817,713,19484,580,277,47.8,252,43.4,10364,60707,31154,636,455,157,538,332,11857,1292,0
Opponent Total,0,0,26.6,38.0,24418,2566,8341,10580,5713,903,24407,608,286,47.0,245,40.3,14077,75483,38931,668,496,195,552,262,16594,1555,0
