Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Sepp van den Berg,nl NED,DF,21.0,33,31,2839.0,31.5,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.7,2.7,0.3,3.0,7.0,95.0,6.0,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,Matches
Robin Zentner,de GER,GK,28.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandro Barreiro Martins,lu LUX,MF,23.0,31,29,2606.0,29.0,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,4.5,4.5,1.1,5.6,22.0,93.0,46.0,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19,Matches
Anthony Caci,fr FRA,DF,26.0,31,29,2486.0,27.6,2.0,3.0,5.0,2.0,0.0,0.0,8.0,0.0,1.5,1.5,2.9,4.4,43.0,144.0,75.0,0.07,0.11,0.18,0.07,0.18,0.06,0.1,0.16,0.06,0.16,Matches
Dominik Kohr,de GER,"DF,MF",29.0,31,27,2184.0,24.3,1.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,1.6,1.6,1.2,2.8,19.0,99.0,26.0,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12,Matches
Lee Jae-sung,kr KOR,"MF,FW",30.0,29,24,2113.0,23.5,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,4.9,4.9,3.4,8.3,25.0,82.0,121.0,0.26,0.13,0.38,0.26,0.38,0.21,0.14,0.35,0.21,0.35,Matches
Phillipp Mwene,at AUT,DF,29.0,23,23,1996.0,22.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.4,1.4,2.0,3.4,50.0,73.0,93.0,0.05,0.09,0.14,0.05,0.14,0.06,0.09,0.15,0.06,0.15,Matches
Brajan Gruda,de GER,"MF,FW",19.0,28,19,1641.0,18.2,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,3.5,3.5,4.1,7.6,100.0,71.0,167.0,0.22,0.16,0.38,0.22,0.38,0.19,0.23,0.42,0.19,0.42,Matches
Jonathan Burkardt,de GER,"FW,MF",23.0,21,18,1538.0,17.1,8.0,2.0,10.0,7.0,1.0,1.0,2.0,0.0,6.1,5.3,2.1,7.4,36.0,28.0,101.0,0.47,0.12,0.59,0.41,0.53,0.36,0.12,0.48,0.31,0.43,Matches
Karim Onisiwo,at AUT,"FW,MF",31.0,24,17,1493.0,16.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,2.3,2.3,1.3,3.7,26.0,27.0,111.0,0.06,0.18,0.24,0.06,0.24,0.14,0.08,0.22,0.14,0.22,Matches
Ludovic Ajorque,fr FRA,FW,29.0,26,15,1360.0,15.1,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,5.3,3.7,1.0,4.7,5.0,21.0,88.0,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,Matches
Nadiem Amiri,de GER,MF,26.0,15,15,1315.0,14.6,1.0,4.0,5.0,1.0,0.0,1.0,5.0,0.0,2.2,1.4,4.3,5.7,16.0,88.0,22.0,0.07,0.27,0.34,0.07,0.34,0.15,0.3,0.45,0.1,0.39,Matches
Tom Krauß,de GER,MF,22.0,29,13,1346.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.4,1.2,12.0,68.0,29.0,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08,Matches
Edimilson Fernandes,ch SUI,DF,27.0,21,13,1290.0,14.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.3,9.0,53.0,9.0,0.0,0.14,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09,Matches
Silvan Widmer,ch SUI,DF,30.0,20,13,1242.0,13.8,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,3.5,4.8,31.0,54.0,63.0,0.07,0.22,0.29,0.07,0.29,0.1,0.25,0.35,0.1,0.35,Matches
Andreas Hanche-Olsen,no NOR,DF,26.0,15,12,992.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.0,0.7,1.0,19.0,0.0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06,Matches
Danny da Costa,de GER,DF,30.0,19,9,830.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.2,1.5,22.0,40.0,53.0,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16,Matches
Stefan Bell,de GER,DF,31.0,10,8,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Marco Richter,de GER,"MF,FW",25.0,20,7,717.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.9,1.9,1.3,3.2,20.0,30.0,53.0,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4,Matches
Josuha Guilavogui,fr FRA,DF,32.0,11,5,409.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,1.0,0.0,0.22,0.22,0.0,0.22,0.0,0.02,0.02,0.0,0.02,Matches
Maxim Leitsch,de GER,DF,25.0,7,4,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Batz,de GER,GK,32.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matondo-Merveille Papela,de GER,"MF,DF",22.0,11,3,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,6.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches
Jessic Ngankam,de GER,"FW,MF",23.0,7,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.3,0.9,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.43,0.29,0.43,Matches
Anton Stach,de GER,MF,24.0,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,Matches
Aymen Barkok,ma MAR,"MF,FW",25.0,13,1,321.0,3.6,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.7,0.9,0.3,1.2,14.0,16.0,33.0,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33,Matches
Nelson Weiper,de GER,"FW,MF",18.0,5,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,6.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46,Matches
