Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Sepp van den Berg,nl NED,DF,21.0,31.5,23,0.73,15,1,1,5,1,0,1,0.03,0,0,0,1,0,0,Matches
Robin Zentner,de GER,GK,28.0,30.0,10,0.33,8,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,23.0,29.0,58,2.0,40,1,1,6,8,2,5,0.17,5,0,0,0,0,0,Matches
Anthony Caci,fr FRA,DF,26.0,27.6,59,2.14,45,6,3,4,1,0,8,0.29,8,0,0,0,0,0,Matches
Dominik Kohr,de GER,"DF,MF",29.0,24.3,28,1.15,22,0,2,4,0,0,0,0.0,0,0,0,0,0,0,Matches
Lee Jae-sung,kr KOR,"MF,FW",30.0,23.5,66,2.81,56,0,3,2,3,2,7,0.3,3,0,1,1,1,1,Matches
Phillipp Mwene,at AUT,DF,29.0,22.2,56,2.52,37,10,4,2,2,1,2,0.09,2,0,0,0,0,0,Matches
Brajan Gruda,de GER,"MF,FW",19.0,18.2,103,5.65,64,13,8,5,13,0,5,0.27,4,1,0,0,0,0,Matches
Jonathan Burkardt,de GER,"FW,MF",23.0,17.1,41,2.4,24,0,3,5,9,0,3,0.18,2,0,1,0,0,0,Matches
Karim Onisiwo,at AUT,"FW,MF",31.0,16.6,51,3.07,29,0,5,9,8,0,7,0.42,3,0,1,3,0,0,Matches
Ludovic Ajorque,fr FRA,FW,29.0,15.1,37,2.45,29,1,0,1,5,1,0,0.0,0,0,0,0,0,0,Matches
Nadiem Amiri,de GER,MF,26.0,14.6,91,6.23,34,43,6,1,4,3,11,0.75,6,4,1,0,0,0,Matches
Tom Krauß,de GER,MF,22.0,15.0,22,1.47,18,0,0,1,3,0,3,0.2,2,0,0,0,1,0,Matches
Edimilson Fernandes,ch SUI,DF,27.0,14.3,35,2.44,15,15,1,3,0,1,2,0.14,1,1,0,0,0,0,Matches
Silvan Widmer,ch SUI,DF,30.0,13.8,30,2.17,24,3,0,3,0,0,3,0.22,3,0,0,0,0,0,Matches
Andreas Hanche-Olsen,no NOR,DF,26.0,11.0,6,0.54,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Danny da Costa,de GER,DF,30.0,9.2,18,1.95,13,3,2,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Stefan Bell,de GER,DF,31.0,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Marco Richter,de GER,"MF,FW",25.0,8.0,28,3.51,14,5,2,5,2,0,1,0.13,0,1,0,0,0,0,Matches
Josuha Guilavogui,fr FRA,DF,32.0,4.5,4,0.88,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
Maxim Leitsch,de GER,DF,25.0,4.2,1,0.24,1,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
Daniel Batz,de GER,GK,32.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matondo-Merveille Papela,de GER,"MF,DF",22.0,2.9,7,2.45,5,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Jessic Ngankam,de GER,"FW,MF",23.0,2.0,7,3.42,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Anton Stach,de GER,MF,24.0,1.9,7,3.71,4,0,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Aymen Barkok,ma MAR,"MF,FW",25.0,3.6,15,4.21,10,2,1,1,1,0,1,0.28,1,0,0,0,0,0,Matches
Nelson Weiper,de GER,"FW,MF",18.0,1.4,3,2.18,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Anwar El Ghazi,nl NED,"MF,DF",28.0,0.6,4,6.67,2,0,2,0,0,0,1,1.67,1,0,0,0,0,0,Matches
Marcus Müller,de GER,MF,20.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
David Mamutovic,de GER,"FW,DF",22.0,0.1,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.7,34.0,816,24.0,531,104,48,60,61,12,65,1.91,46,7,4,5,2,1,0
Opponent Total,0,0,26.5,34.0,736,21.65,533,65,39,55,38,6,96,2.82,74,3,7,6,5,1,0
