Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Sepp van den Berg,nl NED,DF,21.0,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,9.1,0,0,0,2.7,2.7,0.11,0.3,0.3,Matches
Robin Zentner,de GER,GK,28.0,30.0,0,1,0,0.0,0.03,0.0,0.0,0.0,12.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Leandro Barreiro Martins,lu LUX,MF,23.0,29.0,4,38,13,34.2,1.31,0.45,0.11,0.31,16.4,0,0,0,4.5,4.5,0.12,-0.5,-0.5,Matches
Anthony Caci,fr FRA,DF,26.0,27.6,2,31,5,16.1,1.12,0.18,0.06,0.4,18.2,0,0,0,1.5,1.5,0.05,0.5,0.5,Matches
Dominik Kohr,de GER,"DF,MF",29.0,24.3,1,25,7,28.0,1.03,0.29,0.04,0.14,16.5,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
Lee Jae-sung,kr KOR,"MF,FW",30.0,23.5,6,38,13,34.2,1.62,0.55,0.16,0.46,14.7,0,0,0,4.9,4.9,0.13,1.1,1.1,Matches
Phillipp Mwene,at AUT,DF,29.0,22.2,1,24,9,37.5,1.08,0.41,0.04,0.11,19.2,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
Brajan Gruda,de GER,"MF,FW",19.0,18.2,4,30,12,40.0,1.65,0.66,0.13,0.33,18.2,2,0,0,3.5,3.5,0.12,0.5,0.5,Matches
Jonathan Burkardt,de GER,"FW,MF",23.0,17.1,8,40,16,40.0,2.34,0.94,0.18,0.44,14.5,0,1,1,6.1,5.3,0.13,1.9,1.7,Matches
Karim Onisiwo,at AUT,"FW,MF",31.0,16.6,1,33,7,21.2,1.99,0.42,0.03,0.14,14.8,0,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
Ludovic Ajorque,fr FRA,FW,29.0,15.1,2,27,6,22.2,1.79,0.4,0.07,0.33,13.1,0,0,2,5.3,3.7,0.14,-3.3,-1.7,Matches
