Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Robin Zentner,de GER,GK,28.0,30,30,2700,30.0,48,1.6,128,81,64.8,7,12,11,7,23.3,4,3,0,1,0.0,Matches
Daniel Batz,de GER,GK,32.0,4,4,360,4.0,3,0.75,17,14,82.4,0,2,2,1,25.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.7,34,34,3060,34.0,51,1.5,145,95,66.9,7,14,13,8,23.5,4,3,0,1,0.0,0
Opponent Total,0,0,26.5,34,34,3060,34.0,39,1.15,138,97,72.5,13,14,7,9,26.5,5,1,3,1,75.0,0
