Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Thomas Kaminski,be BEL,GK,30.0,37.8,1468,969,493,152,0,2,0,0,0,0,0,0,869,6,0,Matches
Alfie Doughty,eng ENG,DF,23.0,32.5,1686,1190,489,89,0,9,340,249,151,66,80,5,1121,7,60,Matches
Carlton Morris,eng ENG,"FW,MF",27.0,31.8,751,719,19,1,0,2,15,3,1,0,1,0,484,13,33,Matches
Ross Barkley,eng ENG,MF,29.0,29.1,1474,1329,139,94,4,24,45,14,16,8,8,0,1218,6,31,Matches
Teden Mengi,eng ENG,DF,21.0,27.4,938,912,22,18,1,13,2,4,0,0,0,0,728,4,7,Matches
Gabriel Osho,ng NGA,DF,24.0,20.5,706,697,8,8,0,1,3,0,0,0,0,0,580,1,3,Matches
Issa Kaboré,bf BFA,DF,22.0,19.2,759,601,157,6,1,0,66,151,0,0,0,0,533,1,44,Matches
Amari'i Bell,jm JAM,DF,29.0,19.1,835,783,48,15,2,3,13,29,0,0,0,0,645,4,23,Matches
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,22.2,790,697,91,5,0,2,79,80,0,0,0,0,589,2,47,Matches
Tahith Chong,nl NED,"MF,FW",23.0,22.0,550,515,31,4,5,6,35,11,0,0,0,0,428,4,21,Matches
Reece Burke,eng ENG,DF,26.0,18.4,719,689,29,9,0,2,13,20,0,0,0,0,547,1,15,Matches
Elijah Adebayo,eng ENG,FW,25.0,15.8,204,202,1,0,1,0,5,1,0,0,0,0,144,1,5,Matches
Albert Sambi Lokonga,be BEL,MF,23.0,14.5,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3,Matches
Jordan Clark,eng ENG,MF,29.0,14.5,513,475,36,13,1,6,23,5,0,0,0,0,369,2,18,Matches
Andros Townsend,eng ENG,"MF,FW",32.0,13.4,432,402,28,4,1,10,74,7,8,7,0,0,304,2,22,Matches
Tom Lockyer,wls WAL,DF,28.0,13.0,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7,Matches
Marvelous Nakamba,zw ZIM,MF,29.0,12.6,423,404,18,14,0,5,4,3,0,0,0,0,356,1,10,Matches
Jacob Brown,sct SCO,"MF,FW",25.0,11.3,247,238,7,0,0,0,10,6,0,0,0,0,136,2,18,Matches
Pelly Ruddock Mpanzu,cd COD,MF,30.0,12.2,364,338,24,7,0,7,11,8,2,0,0,0,268,2,13,Matches
Daiki Hashioka,jp JPN,DF,24.0,6.6,282,264,18,1,0,2,9,17,0,0,0,0,227,0,7,Matches
Ryan John Giles,eng ENG,"DF,MF",23.0,5.6,218,157,61,6,0,0,49,41,14,6,8,0,140,0,8,Matches
Fred Onyedinma,eng ENG,"DF,MF",26.0,4.5,135,97,38,1,0,0,13,37,0,0,0,0,91,0,7,Matches
Mads Juel Andersen,dk DEN,DF,25.0,4.4,117,115,2,0,0,1,0,2,0,0,0,0,87,0,1,Matches
Cauley Woodrow,eng ENG,"FW,MF",28.0,4.7,152,145,6,0,0,0,10,2,3,0,2,0,110,1,7,Matches
Luke Berry,eng ENG,"MF,DF",31.0,3.6,99,83,16,4,0,0,8,2,6,5,1,0,64,0,3,Matches
Joseph Johnson,eng ENG,DF,17.0,0.9,36,33,2,1,0,0,0,1,0,0,0,0,30,1,0,Matches
James Shea,eng ENG,GK,32.0,0.2,9,5,4,1,0,0,0,0,0,0,0,0,6,0,0,Matches
Zack Nelson,eng ENG,"MF,DF",18.0,0.1,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,0,0,26.7,38.0,15099,13156,1876,498,22,111,841,703,203,93,101,5,11048,67,413,0
Opponent Total,0,0,26.5,38.0,20927,19023,1855,478,96,85,698,796,226,84,82,10,16911,49,360,0
