Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Thomas Kaminski,be BEL,GK,30.0,37.8,3,0,0,0,3,0,0,0,1,0,0,0,63,4,0,100.0,Matches
Alfie Doughty,eng ENG,DF,23.0,32.5,5,0,0,31,9,13,340,31,40,0,0,0,185,23,12,65.7,Matches
Carlton Morris,eng ENG,"FW,MF",27.0,31.8,4,0,0,49,43,9,15,1,8,0,0,0,71,133,169,44.0,Matches
Ross Barkley,eng ENG,MF,29.0,29.1,6,0,0,25,40,0,45,25,19,0,0,0,201,42,34,55.3,Matches
Teden Mengi,eng ENG,DF,21.0,27.4,3,0,0,35,7,1,2,57,22,0,1,0,126,60,43,58.3,Matches
Gabriel Osho,ng NGA,DF,24.0,20.5,3,0,0,23,14,1,3,31,22,0,0,0,103,36,36,50.0,Matches
Issa Kaboré,bf BFA,DF,22.0,19.2,7,0,0,27,30,2,66,16,28,0,0,1,102,17,18,48.6,Matches
Amari'i Bell,jm JAM,DF,29.0,19.1,0,0,0,22,16,0,13,25,33,0,0,0,98,20,22,47.6,Matches
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,22.2,1,0,0,8,50,8,79,7,10,2,0,0,125,28,23,54.9,Matches
Tahith Chong,nl NED,"MF,FW",23.0,22.0,4,0,0,21,64,4,35,8,22,0,0,0,104,9,22,29.0,Matches
Reece Burke,eng ENG,DF,26.0,18.4,5,0,0,20,12,1,13,18,23,0,1,0,62,46,32,59.0,Matches
Elijah Adebayo,eng ENG,FW,25.0,15.8,1,0,0,27,16,13,5,6,1,0,0,0,34,43,43,50.0,Matches
Albert Sambi Lokonga,be BEL,MF,23.0,14.5,4,0,0,18,27,0,13,11,18,0,0,0,64,15,9,62.5,Matches
Jordan Clark,eng ENG,MF,29.0,14.5,4,0,0,14,26,5,23,11,17,0,0,0,59,18,15,54.5,Matches
Andros Townsend,eng ENG,"MF,FW",32.0,13.4,1,0,0,13,12,2,74,5,13,0,0,0,68,0,10,0.0,Matches
Tom Lockyer,wls WAL,DF,28.0,13.0,4,0,0,15,10,0,1,23,16,0,1,1,89,31,16,66.0,Matches
Marvelous Nakamba,zw ZIM,MF,29.0,12.6,5,0,0,24,9,0,4,11,24,0,0,0,90,4,7,36.4,Matches
Jacob Brown,sct SCO,"MF,FW",25.0,11.3,4,0,0,19,19,6,10,8,12,0,0,0,56,43,54,44.3,Matches
Pelly Ruddock Mpanzu,cd COD,MF,30.0,12.2,1,0,0,9,14,0,11,9,5,0,0,0,54,12,19,38.7,Matches
Daiki Hashioka,jp JPN,DF,24.0,6.6,0,0,0,10,6,0,9,8,5,0,0,2,26,12,12,50.0,Matches
Ryan John Giles,eng ENG,"DF,MF",23.0,5.6,0,0,0,2,2,0,49,4,6,0,0,0,21,3,0,100.0,Matches
Fred Onyedinma,eng ENG,"DF,MF",26.0,4.5,1,0,0,10,6,0,13,1,6,0,1,0,10,8,6,57.1,Matches
Mads Juel Andersen,dk DEN,DF,25.0,4.4,1,0,0,6,2,0,0,8,5,0,0,0,25,11,5,68.8,Matches
Cauley Woodrow,eng ENG,"FW,MF",28.0,4.7,2,0,0,8,4,2,10,1,10,0,0,0,21,10,16,38.5,Matches
Luke Berry,eng ENG,"MF,DF",31.0,3.6,1,0,0,6,7,0,8,0,2,0,0,0,8,7,7,50.0,Matches
Joseph Johnson,eng ENG,DF,17.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
James Shea,eng ENG,GK,32.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Zack Nelson,eng ENG,"MF,DF",18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.7,38.0,71,0,0,443,448,67,841,325,368,2,4,4,1868,635,631,50.2,0
Opponent Total,0,0,26.5,38.0,73,2,1,471,423,49,698,269,418,3,5,3,1873,631,635,49.8,0
