Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Thomas Kaminski,be BEL,GK,30.0,38,3405.0,90.0,99.6,37.8,38,90.0,37,0,0.0,0,0.68,52.0,85.0,-33.0,-0.87,-0.87,42.1,77.6,-35.4,-0.94,-0.34,Matches
Alfie Doughty,eng ENG,DF,23.0,37,2925.0,79.0,85.5,32.5,34,84.0,18,3,22.0,0,0.7,46.0,74.0,-28.0,-0.86,0.05,38.1,66.1,-28.1,-0.86,0.5,Matches
Carlton Morris,eng ENG,"FW,MF",27.0,38,2862.0,75.0,83.7,31.8,32,86.0,22,6,21.0,0,0.68,40.0,72.0,-32.0,-1.01,-0.84,35.1,66.3,-31.3,-0.98,-0.29,Matches
Ross Barkley,eng ENG,MF,29.0,32,2618.0,82.0,76.5,29.1,30,86.0,24,2,15.0,0,0.69,43.0,66.0,-23.0,-0.79,0.33,31.4,59.3,-27.9,-0.96,-0.1,Matches
Teden Mengi,eng ENG,DF,21.0,30,2469.0,82.0,72.2,27.4,28,86.0,25,2,34.0,3,0.73,37.0,59.0,-22.0,-0.8,0.24,27.3,54.7,-27.4,-1.0,-0.23,Matches
Gabriel Osho,ng NGA,DF,24.0,21,1846.0,88.0,54.0,20.5,21,88.0,19,0,0.0,1,0.81,31.0,47.0,-16.0,-0.78,0.19,23.1,43.6,-20.4,-1.0,-0.13,Matches
Issa Kaboré,bf BFA,DF,22.0,24,1729.0,72.0,50.6,19.2,21,79.0,13,3,24.0,4,0.58,23.0,39.0,-16.0,-0.83,0.07,18.2,36.8,-18.7,-0.97,-0.07,Matches
Amari'i Bell,jm JAM,DF,29.0,21,1720.0,82.0,50.3,19.1,21,82.0,18,0,0.0,0,0.86,30.0,41.0,-11.0,-0.58,0.59,24.6,38.1,-13.5,-0.71,0.46,Matches
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,30,1995.0,67.0,58.3,22.2,20,87.0,14,10,27.0,0,0.73,35.0,47.0,-12.0,-0.54,0.78,30.5,45.5,-14.9,-0.67,0.63,Matches
Tahith Chong,nl NED,"MF,FW",23.0,33,1982.0,60.0,58.0,22.0,20,80.0,6,13,29.0,5,0.45,26.0,51.0,-25.0,-1.14,-0.63,22.6,47.2,-24.7,-1.12,-0.44,Matches
Reece Burke,eng ENG,DF,26.0,22,1660.0,75.0,48.5,18.4,20,79.0,12,2,41.0,3,0.68,24.0,37.0,-13.0,-0.7,0.32,21.8,36.5,-14.8,-0.8,0.26,Matches
Elijah Adebayo,eng ENG,FW,25.0,27,1419.0,53.0,41.5,15.8,16,77.0,5,11,16.0,0,0.78,30.0,36.0,-6.0,-0.38,0.83,22.2,28.4,-6.3,-0.4,0.92,Matches
Albert Sambi Lokonga,be BEL,MF,23.0,17,1303.0,77.0,38.1,14.5,16,80.0,8,1,19.0,0,0.76,22.0,31.0,-9.0,-0.62,0.4,20.2,25.2,-5.0,-0.35,0.95,Matches
Jordan Clark,eng ENG,MF,29.0,23,1304.0,57.0,38.1,14.5,14,78.0,4,9,24.0,4,0.57,22.0,41.0,-19.0,-1.31,-0.72,18.0,30.4,-12.4,-0.86,0.13,Matches
Andros Townsend,eng ENG,"MF,FW",32.0,27,1210.0,45.0,35.4,13.4,14,67.0,1,13,21.0,3,0.78,16.0,27.0,-11.0,-0.82,0.08,11.0,25.4,-14.4,-1.07,-0.21,Matches
Tom Lockyer,wls WAL,DF,28.0,14,1169.0,84.0,34.2,13.0,14,84.0,10,0,0.0,0,0.64,12.0,23.0,-11.0,-0.85,0.03,12.7,27.0,-14.3,-1.1,-0.25,Matches
Marvelous Nakamba,zw ZIM,MF,29.0,13,1130.0,87.0,33.0,12.6,13,87.0,10,0,0.0,0,0.46,10.0,24.0,-14.0,-1.12,-0.37,12.8,25.7,-12.9,-1.02,-0.13,Matches
Jacob Brown,sct SCO,"MF,FW",25.0,19,1019.0,54.0,29.8,11.3,12,73.0,4,7,21.0,2,0.84,16.0,26.0,-10.0,-0.88,-0.02,11.1,26.4,-15.3,-1.36,-0.6,Matches
Pelly Ruddock Mpanzu,cd COD,MF,30.0,27,1101.0,41.0,32.2,12.2,11,74.0,3,16,18.0,11,0.7,13.0,29.0,-16.0,-1.31,-0.65,11.0,28.9,-17.9,-1.47,-0.79,Matches
Daiki Hashioka,jp JPN,DF,24.0,10,595.0,60.0,17.4,6.6,6,77.0,3,4,33.0,3,0.4,10.0,21.0,-11.0,-1.66,-0.96,7.5,12.5,-5.0,-0.75,0.22,Matches
Ryan John Giles,eng ENG,"DF,MF",23.0,11,503.0,46.0,14.7,5.6,5,81.0,2,6,17.0,9,0.64,5.0,14.0,-9.0,-1.61,-0.87,5.3,13.3,-8.1,-1.44,-0.6,Matches
Fred Onyedinma,eng ENG,"DF,MF",26.0,8,407.0,51.0,11.9,4.5,4,76.0,0,4,26.0,1,0.5,6.0,14.0,-8.0,-1.77,-1.02,2.8,10.9,-8.1,-1.78,-0.96,Matches
Mads Juel Andersen,dk DEN,DF,25.0,8,400.0,50.0,11.7,4.4,4,78.0,2,4,22.0,4,1.13,2.0,6.0,-4.0,-0.9,-0.04,3.5,7.3,-3.8,-0.86,0.08,Matches
Cauley Woodrow,eng ENG,"FW,MF",28.0,24,427.0,18.0,12.5,4.7,2,62.0,0,22,14.0,8,0.63,10.0,11.0,-1.0,-0.21,0.75,7.8,11.5,-3.7,-0.78,0.18,Matches
Luke Berry,eng ENG,"MF,DF",31.0,17,323.0,19.0,9.4,3.6,2,69.0,0,15,12.0,16,0.59,8.0,8.0,0.0,0.0,0.96,4.2,9.8,-5.6,-1.56,-0.69,Matches
Joseph Johnson,eng ENG,DF,17.0,2,77.0,39.0,2.3,0.9,0,0.0,0,2,39.0,17,0.0,2.0,5.0,-3.0,-3.51,-2.7,1.5,1.8,-0.3,-0.37,0.58,Matches
James Shea,eng ENG,GK,32.0,1,15.0,15.0,0.4,0.2,0,0.0,0,1,15.0,13,0.0,0.0,0.0,0.0,0.0,0.87,0.3,0.4,-0.1,-0.6,0.34,Matches
Zack Nelson,eng ENG,"MF,DF",18.0,2,7.0,4.0,0.2,0.1,0,0.0,0,2,4.0,14,0.5,1.0,1.0,0.0,0.0,0.87,0.2,1.1,-0.9,-13.13,-12.22,Matches
Allan Campbell,sct SCO,MF,25.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian Chigozie,eng ENG,DF,16.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aidan Francis,eng ENG,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Taylan Harris,eng ENG,FW,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tim Krul,nl NED,GK,35.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jayden Luker,eng ENG,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dominic Martins,pt POR,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
John Mcatee,eng ENG,"FW,MF",24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Axel Piesold,eng ENG,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
