Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Thomas Kaminski,be BEL,GK,30.0,37.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Alfie Doughty,eng ENG,DF,23.0,32.5,2,26,8,30.8,0.8,0.25,0.08,0.25,16.3,2,0,0,1.3,1.3,0.05,0.7,0.7,Matches
Carlton Morris,eng ENG,"FW,MF",27.0,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,Matches
Ross Barkley,eng ENG,MF,29.0,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,0.9,0.9,Matches
Teden Mengi,eng ENG,DF,21.0,27.4,1,11,4,36.4,0.4,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Gabriel Osho,ng NGA,DF,24.0,20.5,2,10,2,20.0,0.49,0.1,0.2,1.0,14.8,0,0,0,1.1,1.1,0.11,0.9,0.9,Matches
Issa Kaboré,bf BFA,DF,22.0,19.2,0,6,1,16.7,0.31,0.05,0.0,0.0,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Amari'i Bell,jm JAM,DF,29.0,19.1,0,2,2,100.0,0.1,0.1,0.0,0.0,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,22.2,4,35,14,40.0,1.58,0.63,0.11,0.29,15.3,0,0,0,4.2,4.2,0.12,-0.2,-0.2,Matches
Tahith Chong,nl NED,"MF,FW",23.0,22.0,4,31,7,22.6,1.41,0.32,0.13,0.57,16.6,0,0,0,2.7,2.7,0.09,1.3,1.3,Matches
Reece Burke,eng ENG,DF,26.0,18.4,0,13,3,23.1,0.7,0.16,0.0,0.0,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3,Matches
Elijah Adebayo,eng ENG,FW,25.0,15.8,10,31,14,45.2,1.97,0.89,0.32,0.71,9.6,0,0,0,5.9,5.9,0.19,4.1,4.1,Matches
Albert Sambi Lokonga,be BEL,MF,23.0,14.5,1,8,2,25.0,0.55,0.14,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches
Jordan Clark,eng ENG,MF,29.0,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,16.9,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Andros Townsend,eng ENG,"MF,FW",32.0,13.4,1,20,7,35.0,1.49,0.52,0.05,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Tom Lockyer,wls WAL,DF,28.0,13.0,1,7,1,14.3,0.54,0.08,0.14,1.0,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches
Marvelous Nakamba,zw ZIM,MF,29.0,12.6,0,5,0,0.0,0.4,0.0,0.0,0.0,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Jacob Brown,sct SCO,"MF,FW",25.0,11.3,2,26,6,23.1,2.3,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches
Pelly Ruddock Mpanzu,cd COD,MF,30.0,12.2,0,11,1,9.1,0.9,0.08,0.0,0.0,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Daiki Hashioka,jp JPN,DF,24.0,6.6,0,2,0,0.0,0.3,0.0,0.0,0.0,18.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Ryan John Giles,eng ENG,"DF,MF",23.0,5.6,0,2,2,100.0,0.36,0.36,0.0,0.0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Fred Onyedinma,eng ENG,"DF,MF",26.0,4.5,0,5,2,40.0,1.11,0.44,0.0,0.0,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Mads Juel Andersen,dk DEN,DF,25.0,4.4,1,3,1,33.3,0.68,0.23,0.33,1.0,9.2,0,0,0,0.3,0.3,0.09,0.7,0.7,Matches
Cauley Woodrow,eng ENG,"FW,MF",28.0,4.7,1,16,4,25.0,3.37,0.84,0.06,0.25,18.7,1,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
Luke Berry,eng ENG,"MF,DF",31.0,3.6,2,8,4,50.0,2.23,1.11,0.25,0.5,10.9,0,0,0,1.0,1.0,0.13,1.0,1.0,Matches
Joseph Johnson,eng ENG,DF,17.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
James Shea,eng ENG,GK,32.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Zack Nelson,eng ENG,"MF,DF",18.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.7,38.0,49,427,134,31.4,11.24,3.53,0.1,0.33,16.3,11,5,5,42.4,38.6,0.09,6.6,5.4,0
Opponent Total,0,0,26.5,38.0,81,656,219,33.4,17.26,5.76,0.12,0.35,16.6,18,4,4,78.0,74.9,0.12,3.0,2.1,0
