Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Marcel Schuhen,de GER,GK,30.0,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tim Skarke,de GER,"FW,DF",26.0,30,29,2404.0,26.7,8.0,0.0,8.0,8.0,0.0,0.0,7.0,0.0,3.6,3.6,2.1,5.7,61.0,80.0,190.0,0.3,0.0,0.3,0.3,0.3,0.13,0.08,0.21,0.13,0.21,Matches
Christoph Klarer,at AUT,DF,23.0,30,28,2354.0,26.2,2.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,1.2,1.2,0.9,2.1,9.0,64.0,11.0,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08,Matches
Fabian Holland,de GER,"MF,DF",33.0,23,23,1835.0,20.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.6,0.6,1.5,2.1,11.0,87.0,47.0,0.0,0.1,0.1,0.0,0.1,0.03,0.07,0.1,0.03,0.1,Matches
Matthias Bader,de GER,"DF,MF",26.0,24,21,1802.0,20.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,2.3,3.0,38.0,67.0,66.0,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.15,0.04,0.15,Matches
Matej Maglica,hr CRO,DF,24.0,26,21,1698.0,18.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.6,0.6,0.7,1.2,11.0,62.0,5.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,Matches
Luca Pfeiffer,de GER,"FW,MF",26.0,24,20,1619.0,18.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,4.6,4.6,1.7,6.3,15.0,37.0,81.0,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35,Matches
Marvin Mehlem,de GER,MF,25.0,20,19,1482.0,16.5,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.8,3.8,1.1,4.9,27.0,46.0,73.0,0.18,0.12,0.3,0.18,0.3,0.23,0.07,0.3,0.23,0.3,Matches
Emir Karic,at AUT,DF,26.0,27,18,1783.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.3,1.7,56.0,115.0,85.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
Fabian Nürnberger,de GER,"DF,MF",24.0,21,17,1513.0,16.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.0,3.0,35.0,70.0,91.0,0.06,0.06,0.12,0.06,0.12,0.05,0.12,0.18,0.05,0.18,Matches
