Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Ronaldo,br BRA,GK,27-303,10.0,1,1,0,1,2,0,0,0,0,0,0,0,14,2,0,100.0,Matches
Shaylon,br BRA,"MF,FW",27-054,9.2,1,0,0,3,3,0,50,7,2,0,0,0,38,3,7,30.0,Matches
Guilherme Romão,br BRA,DF,26-257,9.0,3,0,0,7,14,1,19,12,1,0,0,0,42,26,14,65.0,Matches
Gabriel Baralhas,br BRA,MF,25-254,7.5,2,0,0,7,2,0,7,6,10,0,0,0,40,9,12,42.9,Matches
Luiz Fernando,br BRA,"FW,MF",27-248,7.9,2,0,0,11,16,5,10,5,6,0,0,0,31,10,22,31.3,Matches
Rhaldney,br BRA,MF,25-213,7.2,4,0,0,14,9,0,3,6,15,0,0,0,44,7,12,36.8,Matches
Maguinho,br BRA,"DF,FW",31-166,6.8,1,1,0,11,8,0,22,4,7,0,1,0,32,11,13,45.8,Matches
Adriano Martins,br BRA,DF,27-080,6.6,3,0,0,7,2,2,2,10,2,0,0,0,22,10,3,76.9,Matches
Alix Vinicius,br BRA,DF,24-227,6.1,1,1,0,7,3,0,0,5,5,0,0,0,42,17,12,58.6,Matches
Emiliano Rodríguez,uy URU,FW,20-340,5.9,0,0,0,5,8,5,5,1,2,0,0,0,22,21,31,40.4,Matches
Lucas Kal,br BRA,"MF,DF",28-096,5.6,0,0,0,4,1,0,5,8,4,0,0,0,13,7,6,53.8,Matches
Alejo Cruz,uy URU,"FW,MF",23-293,5.4,1,0,0,5,10,1,37,2,8,0,0,0,20,5,9,35.7,Matches
Bruno Tubarão,br BRA,DF,29-107,4.2,1,0,0,4,3,0,15,3,8,0,0,0,22,6,5,54.5,Matches
Pedrão,br BRA,DF,31-185,3.4,2,0,0,6,2,0,0,0,3,0,0,0,7,12,6,66.7,Matches
Budiga Roni,br BRA,MF,25-066,2.2,2,0,0,2,2,0,1,3,3,0,0,0,14,2,5,28.6,Matches
Luiz Felipe,br BRA,"DF,MF",30-285,2.1,1,1,0,4,1,0,1,4,0,1,1,0,5,3,2,60.0,Matches
Vágner Love,br BRA,"FW,MF",40-009,2.0,1,0,0,1,3,0,2,1,0,0,0,0,5,4,9,30.8,Matches
Derek,br BRA,FW,26-201,1.8,1,0,0,3,2,0,1,1,0,0,0,0,7,4,15,21.1,Matches
Gabriel Barros,br BRA,"FW,MF",22-239,0.9,2,1,1,4,1,0,2,0,1,0,0,0,4,1,1,50.0,Matches
Luiz Gustavo,br BRA,DF,21-021,0.5,0,0,0,1,0,0,0,1,0,0,0,0,3,2,1,66.7,Matches
Max,br BRA,"FW,MF",21-358,2.1,0,0,0,4,8,0,9,0,3,1,0,0,10,1,4,20.0,Matches
Danielzinho,br BRA,"MF,FW",28-161,1.1,0,0,0,3,2,0,6,0,1,0,0,0,8,0,1,0.0,Matches
Yony González,co COL,"MF,FW",29-345,1.1,0,0,0,2,5,0,5,0,0,0,0,0,4,0,0,0.0,Matches
Mateo Zuleta,co COL,"FW,MF",22-013,0.3,0,0,0,0,1,0,3,1,1,0,0,0,1,3,0,100.0,Matches
Squad Total,0,0,27.0,10.0,30,5,1,116,108,14,205,80,82,2,2,0,450,166,190,46.6,0
Opponent Total,0,0,28.5,10.0,24,4,3,111,111,13,179,84,88,2,2,1,474,190,167,53.2,0
