Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ronaldo,br BRA,GK,27-303,10.0,190,282,67.4,6271,4934,28,28,100.0,72,75,96.0,87,176,49.4,1,0.3,0.0,0.7,2,6,1,0,0,Matches
Shaylon,br BRA,"MF,FW",27-054,9.2,319,424,75.2,5655,1821,137,158,86.7,142,175,81.1,35,72,48.6,1,2.5,1.9,-1.5,26,35,12,3,47,Matches
Guilherme Romão,br BRA,DF,26-257,9.0,352,486,72.4,5858,2123,174,196,88.8,134,179,74.9,34,84,40.5,2,1.2,0.8,0.8,5,38,4,1,49,Matches
Gabriel Baralhas,br BRA,MF,25-254,7.5,248,301,82.4,4276,1328,108,131,82.4,111,123,90.2,21,30,70.0,0,1.1,0.5,-1.1,12,23,7,3,38,Matches
Luiz Fernando,br BRA,"FW,MF",27-248,7.9,144,205,70.2,2059,586,86,105,81.9,38,57,66.7,11,15,73.3,0,0.4,0.5,-0.4,9,15,9,3,21,Matches
Rhaldney,br BRA,MF,25-213,7.2,335,375,89.3,5832,1383,145,165,87.9,152,165,92.1,27,31,87.1,0,0.3,0.4,-0.3,5,47,2,0,40,Matches
Maguinho,br BRA,"DF,FW",31-166,6.8,266,342,77.8,4446,1492,121,137,88.3,125,156,80.1,16,40,40.0,1,0.6,0.7,0.4,12,19,8,5,22,Matches
Adriano Martins,br BRA,DF,27-080,6.6,245,297,82.5,5458,2576,54,65,83.1,152,168,90.5,38,61,62.3,0,0.1,0.2,-0.1,2,25,2,1,18,Matches
Alix Vinicius,br BRA,DF,24-227,6.1,261,297,87.9,6095,2057,59,67,88.1,144,160,90.0,55,66,83.3,0,0.1,0.8,-0.1,3,28,1,0,16,Matches
Emiliano Rodríguez,uy URU,FW,20-340,5.9,73,112,65.2,985,218,44,64,68.8,26,35,74.3,1,3,33.3,0,0.2,0.3,-0.2,5,6,4,1,7,Matches
Lucas Kal,br BRA,"MF,DF",28-096,5.6,247,291,84.9,5019,1524,76,89,85.4,137,146,93.8,32,49,65.3,0,0.0,0.1,0.0,0,37,0,0,25,Matches
Alejo Cruz,uy URU,"FW,MF",23-293,5.4,161,222,72.5,2592,1084,89,106,84.0,58,73,79.5,13,29,44.8,0,0.8,1.1,-0.8,13,15,8,4,21,Matches
Bruno Tubarão,br BRA,DF,29-107,4.2,145,195,74.4,2408,1027,67,75,89.3,70,83,84.3,7,27,25.9,0,0.1,0.2,-0.1,2,11,3,2,21,Matches
Pedrão,br BRA,DF,31-185,3.4,141,164,86.0,2979,993,35,39,89.7,87,96,90.6,18,28,64.3,0,0.0,0.0,0.0,0,3,0,0,5,Matches
Budiga Roni,br BRA,MF,25-066,2.2,109,124,87.9,2045,442,45,46,97.8,52,57,91.2,10,14,71.4,0,0.0,0.1,0.0,0,17,0,0,7,Matches
Luiz Felipe,br BRA,"DF,MF",30-285,2.1,60,79,75.9,1129,355,18,22,81.8,36,43,83.7,5,12,41.7,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Vágner Love,br BRA,"FW,MF",40-009,2.0,28,36,77.8,415,71,14,18,77.8,9,11,81.8,2,2,100.0,0,0.0,0.0,0.0,1,0,0,0,2,Matches
Derek,br BRA,FW,26-201,1.8,18,28,64.3,277,119,10,17,58.8,7,8,87.5,1,1,100.0,0,0.8,0.2,-0.8,6,3,2,0,6,Matches
Gabriel Barros,br BRA,"FW,MF",22-239,0.9,18,24,75.0,374,104,10,10,100.0,5,7,71.4,3,5,60.0,0,0.0,0.0,0.0,1,4,1,1,3,Matches
Luiz Gustavo,br BRA,DF,21-021,0.5,15,23,65.2,454,240,1,2,50.0,9,11,81.8,5,10,50.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Max,br BRA,"FW,MF",21-358,2.1,51,67,76.1,799,153,28,31,90.3,15,20,75.0,6,9,66.7,0,0.5,0.8,-0.5,3,2,2,2,4,Matches
Danielzinho,br BRA,"MF,FW",28-161,1.1,92,112,82.1,1612,445,43,48,89.6,44,53,83.0,5,8,62.5,0,0.1,0.3,-0.1,4,9,4,2,16,Matches
Yony González,co COL,"MF,FW",29-345,1.1,17,24,70.8,305,69,7,10,70.0,7,8,87.5,2,4,50.0,0,0.1,0.1,-0.1,2,1,1,1,4,Matches
Mateo Zuleta,co COL,"FW,MF",22-013,0.3,12,19,63.2,205,35,5,6,83.3,3,8,37.5,2,2,100.0,0,0.1,0.0,-0.1,1,0,0,0,1,Matches
Squad Total,0,0,27.0,10.0,3547,4529,78.3,67548,25179,1404,1635,85.9,1635,1917,85.3,436,778,56.0,5,9.3,9.3,-4.3,114,351,71,29,378,0
Opponent Total,0,0,28.5,10.0,3943,4924,80.1,72551,24831,1629,1835,88.8,1700,1971,86.3,485,799,60.7,8,6.2,7.3,1.8,99,342,82,27,393,0
