Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Ronaldo,br BRA,GK,27-303,10,10,899,10.0,13,1.3,40,27,72.5,2,2,6,1,10.0,2,2,0,0,0.0,Matches
Squad Total,0,0,27.0,10,10,899,10.0,14,1.4,41,27,70.7,2,2,6,1,10.0,2,2,0,0,0.0,0
Opponent Total,0,0,28.5,10,10,900,10.0,9,0.9,40,32,80.0,6,2,2,4,40.0,2,1,0,1,0.0,0
