Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Ronaldo,br BRA,GK,27-303,10,899.0,90.0,99.9,10.0,10,90.0,9,0,0.0,0,0.8,9.0,13.0,-4.0,-0.4,89.6,12.9,10.1,2.8,0.28,3.91,Matches
Shaylon,br BRA,"MF,FW",27-054,10,827.0,83.0,91.9,9.2,10,83.0,7,0,0.0,0,0.8,8.0,12.0,-4.0,-0.44,0.8,12.1,9.5,2.7,0.29,0.2,Matches
Guilherme Romão,br BRA,DF,26-257,9,810.0,90.0,90.0,9.0,9,90.0,9,0,0.0,0,0.56,7.0,13.0,-6.0,-0.67,-1.67,11.0,9.4,1.6,0.18,-0.99,Matches
Gabriel Baralhas,br BRA,MF,25-254,9,675.0,75.0,75.0,7.5,9,75.0,4,0,0.0,0,0.78,4.0,10.0,-6.0,-0.8,-1.2,8.9,6.9,2.0,0.27,-0.02,Matches
Luiz Fernando,br BRA,"FW,MF",27-248,8,711.0,89.0,79.0,7.9,8,89.0,3,0,0.0,0,0.63,6.0,12.0,-6.0,-0.76,-1.24,9.1,7.3,1.9,0.24,-0.18,Matches
Rhaldney,br BRA,MF,25-213,9,646.0,72.0,71.8,7.2,8,75.0,3,1,45.0,0,0.89,7.0,10.0,-3.0,-0.42,0.29,7.1,7.9,-0.8,-0.11,-1.37,Matches
Maguinho,br BRA,"DF,FW",31-166,8,610.0,76.0,67.8,6.8,7,87.0,4,1,2.0,1,1.0,8.0,8.0,0.0,0.0,1.55,8.7,6.4,2.3,0.34,0.21,Matches
Adriano Martins,br BRA,DF,27-080,7,591.0,84.0,65.7,6.6,7,84.0,5,0,0.0,0,1.14,7.0,7.0,0.0,0.0,1.46,11.0,5.5,5.6,0.85,1.66,Matches
Alix Vinicius,br BRA,DF,24-227,7,548.0,78.0,60.9,6.1,7,78.0,5,0,0.0,0,0.71,3.0,7.0,-4.0,-0.66,-0.4,6.3,6.4,-0.1,-0.02,-0.75,Matches
Emiliano Rodríguez,uy URU,FW,20-340,10,527.0,53.0,58.6,5.9,7,63.0,0,3,29.0,0,0.8,4.0,8.0,-4.0,-0.68,-0.44,6.4,4.2,2.2,0.38,0.25,Matches
Lucas Kal,br BRA,"MF,DF",28-096,7,508.0,73.0,56.4,5.6,6,79.0,3,1,37.0,3,1.0,7.0,8.0,-1.0,-0.18,0.74,8.3,4.8,3.4,0.61,0.76,Matches
Alejo Cruz,uy URU,"FW,MF",23-293,9,486.0,54.0,54.0,5.4,6,67.0,2,3,27.0,1,0.89,6.0,8.0,-2.0,-0.37,0.28,7.6,4.5,3.1,0.58,0.65,Matches
