Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Ronaldo,br BRA,GK,27-303,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Shaylon,br BRA,"MF,FW",27-054,9.2,1,16,3,18.8,1.74,0.33,0.0,0.0,24.0,0,1,2,2.4,0.8,0.05,-1.4,-0.8,Matches
Guilherme Romão,br BRA,DF,26-257,9.0,1,17,4,23.5,1.89,0.44,0.06,0.25,16.2,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Gabriel Baralhas,br BRA,MF,25-254,7.5,1,14,3,21.4,1.87,0.4,0.07,0.33,21.5,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
Luiz Fernando,br BRA,"FW,MF",27-248,7.9,2,15,6,40.0,1.9,0.76,0.13,0.33,17.0,0,0,0,1.5,1.5,0.1,0.5,0.5,Matches
Rhaldney,br BRA,MF,25-213,7.2,0,1,1,100.0,0.14,0.14,0.0,0.0,17.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
Maguinho,br BRA,"DF,FW",31-166,6.8,0,5,1,20.0,0.74,0.15,0.0,0.0,22.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Adriano Martins,br BRA,DF,27-080,6.6,0,4,1,25.0,0.61,0.15,0.0,0.0,8.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Alix Vinicius,br BRA,DF,24-227,6.1,0,9,2,22.2,1.48,0.33,0.0,0.0,17.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Emiliano Rodríguez,uy URU,FW,20-340,5.9,0,19,6,31.6,3.24,1.02,0.0,0.0,13.7,0,0,0,2.1,2.1,0.11,-2.1,-2.1,Matches
Lucas Kal,br BRA,"MF,DF",28-096,5.6,0,3,0,0.0,0.53,0.0,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Alejo Cruz,uy URU,"FW,MF",23-293,5.4,0,4,1,25.0,0.74,0.19,0.0,0.0,20.5,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Bruno Tubarão,br BRA,DF,29-107,4.2,0,2,0,0.0,0.47,0.0,0.0,0.0,32.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Pedrão,br BRA,DF,31-185,3.4,0,3,1,33.3,0.87,0.29,0.0,0.0,17.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Budiga Roni,br BRA,MF,25-066,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Felipe,br BRA,"DF,MF",30-285,2.1,0,2,1,50.0,0.97,0.48,0.0,0.0,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Vágner Love,br BRA,"FW,MF",40-009,2.0,1,6,2,33.3,3.07,1.02,0.17,0.5,8.8,0,0,0,1.4,1.4,0.23,-0.4,-0.4,Matches
Derek,br BRA,FW,26-201,1.8,1,7,2,28.6,3.96,1.13,0.14,0.5,13.4,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Gabriel Barros,br BRA,"FW,MF",22-239,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Gustavo,br BRA,DF,21-021,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Max,br BRA,"FW,MF",21-358,2.1,0,4,3,75.0,1.95,1.46,0.0,0.0,17.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Danielzinho,br BRA,"MF,FW",28-161,1.1,0,1,0,0.0,0.87,0.0,0.0,0.0,30.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Yony González,co COL,"MF,FW",29-345,1.1,0,2,1,50.0,1.8,0.9,0.0,0.0,19.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Mateo Zuleta,co COL,"FW,MF",22-013,0.3,1,2,1,50.0,6.67,3.33,0.5,1.0,13.8,0,0,0,0.5,0.5,0.25,0.5,0.5,Matches
Squad Total,0,0,27.0,10.0,8,136,39,28.7,13.6,3.9,0.05,0.18,17.7,1,1,2,12.9,11.3,0.08,-4.9,-4.3,0
Opponent Total,0,0,28.5,10.0,14,134,39,29.1,13.4,3.9,0.09,0.31,18.8,4,2,2,10.1,8.5,0.06,3.9,3.5,0
