Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Illia Zabarnyi,ua UKR,DF,20.0,37.0,5,0,0,24,24,0,1,33,32,0,0,0,153,75,60,55.6,Matches
Dominic Solanke,eng ENG,FW,25.0,36.9,3,0,0,42,45,16,6,7,11,1,0,0,97,97,135,41.8,Matches
Ryan Christie,sct SCO,MF,28.0,32.3,6,0,0,48,38,5,73,52,44,0,1,0,231,21,38,35.6,Matches
Neto,br BRA,GK,34.0,32.0,5,0,0,1,0,0,0,1,0,0,0,0,38,9,0,100.0,Matches
Lewis Cook,eng ENG,MF,26.0,31.0,5,1,0,39,16,2,132,65,41,0,0,0,228,42,29,59.2,Matches
Marcos Senesi,ar ARG,DF,26.0,24.9,13,0,0,41,11,0,25,35,32,0,0,0,164,37,40,48.1,Matches
Justin Kluivert,nl NED,"MF,FW",24.0,21.3,5,0,0,52,28,5,29,8,14,0,0,0,88,12,22,35.3,Matches
Adam Smith,eng ENG,DF,32.0,23.9,6,0,0,30,22,1,39,21,23,0,2,0,92,18,22,45.0,Matches
Marcus Tavernier,eng ENG,FW,24.0,23.5,3,0,0,20,22,3,116,5,34,0,0,0,142,13,31,29.5,Matches
Antoine Semenyo,gh GHA,FW,23.0,23.4,6,0,0,43,24,3,45,6,17,1,0,0,111,52,81,39.1,Matches
Milos Kerkez,hu HUN,DF,19.0,21.9,4,1,0,25,21,1,55,20,26,1,0,1,93,18,31,36.7,Matches
Lloyd Kelly,eng ENG,DF,24.0,17.3,2,0,0,17,13,0,21,13,19,0,1,0,121,28,18,60.9,Matches
Philip Billing,dk DEN,MF,27.0,15.5,3,1,0,19,12,0,29,20,16,0,0,0,76,36,24,60.0,Matches
Max Aarons,eng ENG,DF,23.0,13.7,1,0,0,12,26,2,13,8,19,0,1,0,75,5,11,31.3,Matches
Dango Ouattara,bf BFA,"FW,DF",21.0,13.7,3,0,0,15,17,4,36,22,27,0,0,0,69,35,32,52.2,Matches
Alex Scott,eng ENG,MF,19.0,11.3,3,0,0,20,25,1,36,12,15,0,0,0,63,14,22,38.9,Matches
Luis Sinisterra,co COL,"FW,MF",24.0,7.8,0,0,0,11,6,4,11,8,12,0,0,0,47,16,20,44.4,Matches
Chris Mepham,wls WAL,DF,25.0,6.9,2,0,0,15,2,0,1,7,11,0,0,0,31,29,20,59.2,Matches
Mark Travers,ie IRL,GK,24.0,4.0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,100.0,Matches
Joe Rothwell,eng ENG,MF,28.0,4.3,0,0,0,4,2,0,12,3,2,0,1,0,32,0,2,0.0,Matches
Enes Ünal,tr TUR,"FW,MF",26.0,3.6,1,0,0,10,9,6,3,1,4,0,0,0,10,8,11,42.1,Matches
David Brooks,wls WAL,"FW,MF",26.0,3.1,1,0,0,6,1,1,15,2,4,0,0,0,17,1,6,14.3,Matches
Ionuț Radu,ro ROU,GK,26.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Jaidon Anthony,eng ENG,FW,23.0,1.7,1,0,0,4,2,2,2,1,1,0,0,0,11,1,3,25.0,Matches
Tyler Adams,us USA,MF,24.0,1.3,0,0,0,0,3,0,1,4,3,0,0,0,7,2,3,40.0,Matches
James Hill,eng ENG,DF,21.0,0.8,0,0,0,1,0,0,0,3,2,0,0,0,7,4,1,80.0,Matches
Kieffer Moore,wls WAL,"FW,MF",30.0,1.2,0,0,0,5,2,0,2,0,0,0,0,0,4,6,6,50.0,Matches
Hamed Junior Traorè,ci CIV,MF,23.0,0.5,0,0,0,0,0,0,3,0,0,0,0,0,4,1,1,50.0,Matches
Romain Faivre,fr FRA,"MF,FW",25.0,0.5,1,0,0,2,4,0,3,0,1,0,0,0,1,0,1,0.0,Matches
Dominic Sadi,eng ENG,FW,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,0,0,25.7,38.0,79,3,0,507,376,56,709,357,410,3,7,1,2013,582,671,46.4,0
Opponent Total,0,0,26.2,38.0,82,2,1,396,487,50,649,264,480,6,3,2,1910,671,582,53.6,0
