Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Marvin Ducksch,de GER,FW,29.0,30.0,1166,25,81,531,559,110,1160,28,12,42.9,16,57.1,586,2105,834,17,20,7,53,17,779,150,Matches
Mitchell Weiser,de GER,"DF,MF",29.0,29.3,1813,64,446,819,573,91,1813,107,50,46.7,50,46.7,928,4910,2602,81,49,13,54,34,1115,189,Matches
Romano Schmid,at AUT,"MF,FW",23.0,28.9,1580,31,237,816,561,68,1580,111,41,36.9,60,54.1,1002,5514,2923,75,72,22,80,58,1118,165,Matches
Anthony Jung,de GER,DF,31.0,28.7,2031,285,1017,940,78,8,2031,6,5,83.3,0,0.0,1121,5721,2830,24,11,1,11,2,1306,21,Matches
Michael Zetterer,de GER,GK,28.0,27.0,1200,1008,1181,19,1,1,1200,0,0,0.0,0,0.0,794,5192,2693,0,0,0,3,0,650,0,Matches
Jens Stage,dk DEN,MF,26.0,25.9,1306,70,357,729,238,61,1306,14,7,50.0,6,42.9,619,2659,1339,24,20,4,16,14,763,60,Matches
Marco Friedl,at AUT,DF,25.0,24.4,1379,234,824,541,34,4,1379,6,5,83.3,1,16.7,751,3710,1801,4,6,0,13,5,786,2,Matches
Miloš Veljković,rs SRB,DF,27.0,21.3,1461,138,694,688,84,13,1461,4,3,75.0,1,25.0,869,4332,2610,16,12,1,10,2,1014,13,Matches
Senne Lynen,be BEL,MF,24.0,20.0,1165,76,380,668,127,8,1165,20,8,40.0,10,50.0,544,1994,741,10,9,2,16,9,645,28,Matches
Felix Agu,de GER,"DF,MF",23.0,17.9,886,61,302,363,229,24,886,35,14,40.0,17,48.6,460,2297,1223,32,16,7,32,10,495,90,Matches
Leonardo Bittencourt,de GER,MF,29.0,17.5,1024,19,197,547,296,32,1024,44,17,38.6,25,56.8,652,4019,1950,61,51,5,37,11,736,74,Matches
Olivier Deman,be BEL,DF,23.0,15.2,921,65,318,412,201,28,921,17,10,58.8,6,35.3,447,2075,1023,26,11,6,24,6,505,53,Matches
Nick Woltemade,de GER,"FW,MF",21.0,13.2,623,12,74,310,255,55,623,47,29,61.7,15,31.9,390,2123,804,21,23,8,58,53,471,80,Matches
Niklas Stark,de GER,DF,28.0,12.1,731,94,422,301,10,3,731,1,1,100.0,0,0.0,375,1904,1062,5,3,0,4,1,433,1,Matches
Rafael Borré,co COL,FW,27.0,11.0,422,11,40,206,183,40,422,22,7,31.8,14,63.6,244,1319,487,16,14,5,30,16,304,73,Matches
Justin Njinmah,de GER,FW,22.0,11.3,378,5,39,145,206,57,378,67,26,38.8,32,47.8,248,1845,900,36,27,21,40,7,267,95,Matches
Christian Groß,de GER,"DF,MF",34.0,8.9,614,42,248,315,58,9,614,3,2,66.7,1,33.3,335,2089,1245,17,6,2,10,4,374,5,Matches
Jiří Pavlenka,cz CZE,GK,31.0,7.0,266,233,266,0,0,0,266,0,0,0.0,0,0.0,127,886,544,0,0,0,1,0,94,0,Matches
Amos Pieper,de GER,DF,25.0,6.6,395,45,195,177,27,10,395,0,0,0.0,0,0.0,194,983,474,3,3,0,5,0,220,3,Matches
Julián Malatini,ar ARG,DF,22.0,6.7,450,40,198,216,37,6,450,7,6,85.7,1,14.3,254,1271,578,9,4,0,11,3,270,7,Matches
Dawid Kownacki,pl POL,FW,26.0,4.2,159,2,10,66,83,31,159,3,2,66.7,1,33.3,77,346,88,5,1,3,18,5,125,26,Matches
Niclas Füllkrug,de GER,FW,30.0,2.0,85,2,7,44,34,5,85,1,0,0.0,1,100.0,45,154,71,2,1,0,4,1,70,12,Matches
Skelly Alvero,fr FRA,MF,21.0,1.4,100,4,26,54,21,6,100,2,2,100.0,0,0.0,61,369,172,1,3,0,2,1,62,6,Matches
Naby Keïta,gn GUI,"MF,DF",28.0,1.2,81,1,16,56,10,1,81,6,4,66.7,2,33.3,55,320,182,1,1,0,3,1,57,4,Matches
Nicolai Rapp,de GER,DF,26.0,0.8,56,7,31,24,1,0,56,0,0,0.0,0,0.0,29,144,64,1,0,0,1,1,24,0,Matches
Oliver Burke,sct SCO,FW,26.0,0.4,13,0,1,10,2,0,13,1,1,100.0,0,0.0,7,51,24,2,1,0,0,0,6,1,Matches
Isak Hansen-Aarøen,no NOR,MF,18.0,0.3,21,0,3,9,10,0,21,2,0,0.0,2,100.0,14,128,72,2,2,0,1,2,14,3,Matches
Leon Opitz,de GER,"FW,DF",18.0,0.2,17,0,7,6,4,1,17,2,1,50.0,1,50.0,10,51,28,1,1,1,2,0,9,2,Matches
Ilia Gruev,bg BUL,MF,23.0,0.0,3,0,0,3,0,0,3,0,0,0.0,0,0.0,2,1,0,0,0,0,2,0,2,0,Matches
Joel Imasuen,us USA,FW,18.0,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0,1,0,Matches
Squad Total,0,0,27.0,34.0,20347,2574,7617,9015,3923,672,20341,556,253,45.5,262,47.1,11241,58514,29365,492,367,108,541,263,12715,1163,0
Opponent Total,0,0,26.7,34.0,22502,2010,6280,10902,5556,892,22496,664,297,44.7,312,47.0,12887,66278,32946,638,542,156,476,292,14896,1414,0
