Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Marvin Ducksch,de GER,FW,29.0,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3,Matches
Mitchell Weiser,de GER,"DF,MF",29.0,29.3,5,0,0,29,39,4,82,20,38,0,0,0,171,23,40,36.5,Matches
Romano Schmid,at AUT,"MF,FW",23.0,28.9,5,0,0,33,53,4,62,11,20,0,0,0,189,24,50,32.4,Matches
Anthony Jung,de GER,DF,31.0,28.7,4,1,0,15,15,1,23,24,23,0,1,0,142,44,26,62.9,Matches
Michael Zetterer,de GER,GK,28.0,27.0,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3,Matches
Jens Stage,dk DEN,MF,26.0,25.9,5,1,0,49,39,2,10,23,22,1,0,0,165,63,34,64.9,Matches
Marco Friedl,at AUT,DF,25.0,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,Matches
Miloš Veljković,rs SRB,DF,27.0,21.3,2,0,0,9,5,0,20,17,15,0,0,0,95,38,44,46.3,Matches
Senne Lynen,be BEL,MF,24.0,20.0,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3,Matches
Felix Agu,de GER,"DF,MF",23.0,17.9,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5,Matches
Leonardo Bittencourt,de GER,MF,29.0,17.5,9,0,0,34,31,2,40,13,18,0,0,0,110,6,16,27.3,Matches
Olivier Deman,be BEL,DF,23.0,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1,Matches
Nick Woltemade,de GER,"FW,MF",21.0,13.2,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4,Matches
Niklas Stark,de GER,DF,28.0,12.1,4,0,0,20,16,1,0,19,15,0,1,0,54,29,23,55.8,Matches
Rafael Borré,co COL,FW,27.0,11.0,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6,Matches
Justin Njinmah,de GER,FW,22.0,11.3,1,0,0,6,20,9,10,2,1,0,0,0,34,8,15,34.8,Matches
Christian Groß,de GER,"DF,MF",34.0,8.9,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4,Matches
Jiří Pavlenka,cz CZE,GK,31.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,Matches
Amos Pieper,de GER,DF,25.0,6.6,0,0,0,5,5,0,2,9,11,0,0,0,39,26,14,65.0,Matches
Julián Malatini,ar ARG,DF,22.0,6.7,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4,Matches
Dawid Kownacki,pl POL,FW,26.0,4.2,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50.0,Matches
Niclas Füllkrug,de GER,FW,30.0,2.0,0,0,0,2,7,3,0,0,1,0,0,0,3,12,11,52.2,Matches
Skelly Alvero,fr FRA,MF,21.0,1.4,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7,Matches
Naby Keïta,gn GUI,"MF,DF",28.0,1.2,2,0,0,2,1,0,0,2,1,0,0,0,14,0,3,0.0,Matches
Nicolai Rapp,de GER,DF,26.0,0.8,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100.0,Matches
Oliver Burke,sct SCO,FW,26.0,0.4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0,Matches
Isak Hansen-Aarøen,no NOR,MF,18.0,0.3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0.0,Matches
Leon Opitz,de GER,"FW,DF",18.0,0.2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0.0,Matches
Ilia Gruev,bg BUL,MF,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Joel Imasuen,us USA,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,27.0,34.0,73,2,0,396,396,70,543,284,351,5,6,1,1758,508,575,46.9,0
Opponent Total,0,0,26.7,34.0,84,6,2,407,374,73,634,283,298,3,6,3,1867,575,508,53.1,0
