Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Marvin Ducksch,de GER,FW,29.0,30.0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9,Matches
Mitchell Weiser,de GER,"DF,MF",29.0,29.3,3,44,13,29.5,1.5,0.44,0.07,0.23,14.7,0,0,0,3.8,3.8,0.09,-0.8,-0.8,Matches
Romano Schmid,at AUT,"MF,FW",23.0,28.9,4,38,10,26.3,1.31,0.35,0.11,0.4,19.6,1,0,0,5.2,5.2,0.14,-1.2,-1.2,Matches
Anthony Jung,de GER,DF,31.0,28.7,1,5,1,20.0,0.17,0.03,0.2,1.0,13.6,0,0,0,0.6,0.6,0.12,0.4,0.4,Matches
Michael Zetterer,de GER,GK,28.0,27.0,0,1,0,0.0,0.04,0.0,0.0,0.0,9.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Jens Stage,dk DEN,MF,26.0,25.9,3,40,11,27.5,1.55,0.43,0.08,0.27,15.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4,Matches
Marco Friedl,at AUT,DF,25.0,24.4,1,7,1,14.3,0.29,0.04,0.14,1.0,25.1,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Miloš Veljković,rs SRB,DF,27.0,21.3,2,6,3,50.0,0.28,0.14,0.33,0.67,16.1,0,0,0,1.7,1.7,0.29,0.3,0.3,Matches
Senne Lynen,be BEL,MF,24.0,20.0,0,12,2,16.7,0.6,0.1,0.0,0.0,25.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Felix Agu,de GER,"DF,MF",23.0,17.9,0,11,0,0.0,0.61,0.0,0.0,0.0,19.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Leonardo Bittencourt,de GER,MF,29.0,17.5,1,31,5,16.1,1.77,0.29,0.03,0.2,21.0,1,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
Olivier Deman,be BEL,DF,23.0,15.2,2,17,7,41.2,1.12,0.46,0.12,0.29,14.2,0,0,0,1.1,1.1,0.06,0.9,0.9,Matches
