Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Marvin Ducksch,de GER,FW,29.0,33,32,2696.0,30.0,12.0,9.0,21.0,7.0,5.0,6.0,9.0,0.0,12.8,7.9,7.8,15.7,17.0,88.0,150.0,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52,Matches
Mitchell Weiser,de GER,"DF,MF",29.0,30,30,2636.0,29.3,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,3.8,3.8,4.2,7.9,81.0,111.0,189.0,0.1,0.24,0.34,0.1,0.34,0.13,0.14,0.27,0.13,0.27,Matches
Romano Schmid,at AUT,"MF,FW",23.0,33,30,2601.0,28.9,4.0,6.0,10.0,4.0,0.0,0.0,5.0,0.0,5.2,5.2,6.3,11.5,75.0,144.0,165.0,0.14,0.21,0.35,0.14,0.35,0.18,0.22,0.4,0.18,0.4,Matches
Anthony Jung,de GER,DF,31.0,31,30,2579.0,28.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,0.3,1.0,24.0,107.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,Matches
Michael Zetterer,de GER,GK,28.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Jens Stage,dk DEN,MF,26.0,30,26,2327.0,25.9,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,4.4,4.4,1.9,6.3,24.0,85.0,60.0,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24,Matches
Marco Friedl,at AUT,DF,25.0,25,25,2197.0,24.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.2,0.2,0.1,0.3,4.0,59.0,2.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,Matches
Miloš Veljković,rs SRB,DF,27.0,23,21,1920.0,21.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.7,1.7,0.8,2.5,16.0,89.0,13.0,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12,Matches
Senne Lynen,be BEL,MF,24.0,32,20,1797.0,20.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.8,2.2,10.0,66.0,28.0,0.0,0.15,0.15,0.0,0.15,0.02,0.09,0.11,0.02,0.11,Matches
Felix Agu,de GER,"DF,MF",23.0,24,19,1614.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.5,32.0,32.0,90.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches
Leonardo Bittencourt,de GER,MF,29.0,29,19,1578.0,17.5,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.2,2.2,2.9,5.2,61.0,85.0,74.0,0.06,0.11,0.17,0.06,0.17,0.13,0.17,0.3,0.13,0.3,Matches
Olivier Deman,be BEL,DF,23.0,29,14,1365.0,15.2,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,0.9,2.0,26.0,40.0,53.0,0.13,0.07,0.2,0.13,0.2,0.07,0.06,0.13,0.07,0.13,Matches
Nick Woltemade,de GER,"FW,MF",21.0,30,12,1189.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,1.7,4.1,21.0,43.0,80.0,0.15,0.0,0.15,0.15,0.15,0.18,0.13,0.31,0.18,0.31,Matches
Niklas Stark,de GER,DF,28.0,17,12,1088.0,12.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,5.0,37.0,1.0,0.17,0.0,0.17,0.17,0.17,0.02,0.0,0.02,0.02,0.02,Matches
Rafael Borré,co COL,FW,27.0,19,11,991.0,11.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.4,2.4,1.8,4.2,16.0,28.0,73.0,0.36,0.0,0.36,0.36,0.36,0.22,0.16,0.38,0.22,0.38,Matches
Justin Njinmah,de GER,FW,22.0,24,10,1016.0,11.3,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,4.9,4.9,2.4,7.3,36.0,13.0,95.0,0.53,0.18,0.71,0.53,0.71,0.44,0.21,0.65,0.44,0.65,Matches
Christian Groß,de GER,"DF,MF",34.0,20,8,797.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,17.0,46.0,5.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08,Matches
